longitude,latitude
3.767603,50.987659
9.101828,45.478016
144.69439,13.461645
2.411865,48.794732
30.316618,59.934573
4.842911,52.400495
153.100165,-27.57976
23.306259,42.702735
23.369257,42.656338
-77.364541,38.950631
-80.230038,25.797548
-74.004561,40.72
-121.916261,37.405693
27.912757,43.205497
27.473234,42.492929
24.753688,42.13603
-80.192959,25.775811
8.587964,50.097939
18.105656,59.263521
28.827068,40.993532
153.097734,-27.582067
144.953538,-37.807942
138.594121,-34.927233
153.035403,-27.49132
-104.857528,39.560317
-121.931012,37.489879
30.510193,50.445102
103.695359,1.321502
4.929288,51.579078
-77.978325,38.454881
2.362402,48.914183
2.350664,48.927166
5.736655,45.189943
2.241557,48.907073
