lon,lat,geometry,index_right,OBJECTID,GP_RTP,GP_REX,GP_RAV,GP_RRG,GP_RCY,GP_RSE,GP_RSI,GP_RSY,Shape_Length,gp_gripreg,dist_meters
-116.0,40.0,POINT (-11180347.724072631 4694789.405406478),47590.0,23056973.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.3166901321375908,1.0,23373.287491310108
-116.0,40.25,POINT (-11180347.724072631 4719356.804666851),47590.0,23056973.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.3166901321375908,1.0,27805.408491401726
-116.0,40.5,POINT (-11180347.724072631 4743835.435892021),49206.0,23058589.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.0965561670698356,1.0,20350.446736852587
-116.0,40.75,POINT (-11180347.724072631 4768224.824783485),2183232.0,25192615.0,1.0,2.0,2.0,2.0,840.0,1.0,8.0,2004.0,2.654795595621157,1.0,12874.71535926557
-116.0,41.0,POINT (-11180347.724072631 4792524.498557219),50044.0,23059427.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.4038356975482942,1.0,548.0979320113441
-116.0,41.25,POINT (-11180347.724072631 4816733.985954098),50044.0,23059427.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.4038356975482942,1.0,1615.054131131227
-116.0,41.5,POINT (-11180347.724072631 4840852.817250328),50390.0,23059773.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.4109371934989375,1.0,7372.067294850696
-116.0,41.75,POINT (-11180347.724072631 4864880.524267819),50344.0,23059727.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.3316600313619968,1.0,5209.702321720849
-116.0,42.0,POINT (-11180347.724072631 4888816.640384646),50669.0,23060052.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.2871997003167155,1.0,9101.396743312767
-116.0,42.25,POINT (-11180347.724072631 4912660.700545456),50771.0,23060154.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.1630421024853606,1.0,17622.07854469038
-116.0,42.5,POINT (-11180347.724072631 4936412.241271891),50771.0,23060154.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.1630421024853606,1.0,943.6358208544553
-116.0,42.75,POINT (-11180347.724072631 4960070.800673004),50771.0,23060154.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.1630421024853606,1.0,2992.834979748816
-116.0,43.0,POINT (-11180347.724072631 4983635.918455693),50771.0,23060154.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.1630421024853606,1.0,1498.55955934665
-116.0,43.25,POINT (-11180347.724072631 5007107.135935118),51566.0,23060949.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.2938029683859486,1.0,3497.2581247454355
-116.0,43.5,POINT (-11180347.724072631 5030483.996045117),2183301.0,25192684.0,1.0,2.0,2.0,2.0,840.0,1.0,8.0,2004.0,2.783780648881869,1.0,7182.203028668543
-115.75,30.0,POINT (-11156226.15400991 3644924.229349858),285149.0,23294532.0,3.0,1.0,0.0,3.0,484.0,3.0,52.0,2010.0,0.5711883547223171,2.0,6650.164978638802
-115.75,30.25,POINT (-11156226.15400991 3672637.317994114),1435102.0,24444485.0,2.0,1.0,0.0,3.0,484.0,1.0,52.0,2010.0,1.602691143573985,2.0,4728.536939981675
-115.75,30.5,POINT (-11156226.15400991 3700281.733623195),1435102.0,24444485.0,2.0,1.0,0.0,3.0,484.0,1.0,52.0,2010.0,1.602691143573985,2.0,18897.28105050381
-115.75,30.75,POINT (-11156226.15400991 3727856.9498209287),291372.0,23300755.0,3.0,1.0,0.0,3.0,484.0,0.0,52.0,2010.0,0.003800446820003176,2.0,30255.67851087458
-115.75,31.5,POINT (-11156226.15400991 3810162.1542895245),1435212.0,24444595.0,2.0,1.0,0.0,3.0,484.0,1.0,52.0,2010.0,1.5691882006216664,2.0,1839.56678644429
-115.75,32.0,POINT (-11156226.15400991 3864676.6926386477),285414.0,23294797.0,3.0,1.0,0.0,3.0,484.0,3.0,52.0,2010.0,0.0739018519532885,2.0,27355.223809433886
-115.75,32.25,POINT (-11156226.15400991 3891825.7200540053),285414.0,23294797.0,3.0,1.0,0.0,3.0,484.0,3.0,52.0,2010.0,0.0739018519532885,2.0,283.71210656052057
-115.75,32.5,POINT (-11156226.15400991 3918901.894608584),285415.0,23294798.0,3.0,1.0,0.0,3.0,484.0,3.0,52.0,2010.0,0.46004637581274066,2.0,16713.134632230038
-115.75,33.25,POINT (-11156226.15400991 3999688.13404236),19353.0,23028736.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.31956021648934524,1.0,1019.1839109309782
-115.75,33.75,POINT (-11156226.15400991 4053171.910655042),2182094.0,25191477.0,1.0,2.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.8076105268665668,1.0,4884.494243680279
-115.75,34.0,POINT (-11156226.15400991 4079800.146572378),21712.0,23031095.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.909294523442369,1.0,13818.166445957659
-115.75,34.25,POINT (-11156226.15400991 4106351.9337676363),1392151.0,24401534.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.31590232622671266,1.0,2839.0179246512585
-115.75,34.75,POINT (-11156226.15400991 4159224.1280793324),30356.0,23039739.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.5110975763541932,1.0,3673.7252053311017
-115.75,35.0,POINT (-11156226.15400991 4185543.521390091),30356.0,23039739.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.5110975763541932,1.0,1700.5236864977448
-115.75,35.25,POINT (-11156226.15400991 4211784.438387874),31031.0,23040414.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.5717977374510668,1.0,4977.71813484684
-115.75,35.5,POINT (-11156226.15400991 4237946.375366514),31651.0,23041034.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.46654074578730725,1.0,1499.6171141297102
-115.75,35.75,POINT (-11156226.15400991 4264028.829916945),32479.0,23041862.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.21941262887661334,1.0,9004.416479879133
-115.75,36.0,POINT (-11156226.15400991 4290031.300937513),32695.0,23042078.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.21888391083818415,1.0,6546.765304486498
-115.75,36.25,POINT (-11156226.15400991 4315953.28864421),32852.0,23042235.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.4546990071824918,1.0,12093.276783194753
-115.75,36.5,POINT (-11156226.15400991 4341794.294580994),33959.0,23043342.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.6816682253240685,1.0,213.88751777708868
-115.75,36.75,POINT (-11156226.15400991 4367553.821630083),1394056.0,24403439.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.6780003059489768,1.0,5310.724912170942
-115.75,37.0,POINT (-11156226.15400991 4393231.374022237),1394056.0,24403439.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.6780003059489768,1.0,30725.59799633679
-115.75,37.25,POINT (-11156226.15400991 4418826.457347117),38603.0,23047986.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.6180740386736925,1.0,35667.731583620975
-115.75,37.5,POINT (-11156226.15400991 4444338.578563576),38603.0,23047986.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.6180740386736925,1.0,14699.44939591902
-115.75,37.75,POINT (-11156226.15400991 4469767.246010002),38603.0,23047986.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.6180740386736925,1.0,6415.859270531876
-115.75,38.0,POINT (-11156226.15400991 4495111.969414679),38603.0,23047986.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.6180740386736925,1.0,25823.292432739283
-115.75,38.25,POINT (-11156226.15400991 4520372.25990611),38603.0,23047986.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.6180740386736925,1.0,43831.488296759904
-115.75,38.5,POINT (-11156226.15400991 4545547.630023393),1393279.0,24402662.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,2.2560547969919695,1.0,23034.345344755242
-115.75,38.75,POINT (-11156226.15400991 4570637.593726569),1393279.0,24402662.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,2.2560547969919695,1.0,171.16488265351995
-115.75,39.0,POINT (-11156226.15400991 4595641.666407017),45373.0,23054756.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.8841327424373877,1.0,858.9850179075215
-115.75,39.25,POINT (-11156226.15400991 4620559.364897796),45373.0,23054756.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.8841327424373877,1.0,13531.030005206
-115.75,39.5,POINT (-11156226.15400991 4645390.207484073),1393200.0,24402583.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.120800382490415,1.0,4007.199596836272
-115.75,39.75,POINT (-11156226.15400991 4670133.713913471),1393200.0,24402583.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.120800382490415,1.0,20513.991221334658
-115.75,40.0,POINT (-11156226.15400991 4694789.405406478),49206.0,23058589.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.0965561670698356,1.0,44382.77062222186
-115.75,40.25,POINT (-11156226.15400991 4719356.804666851),49206.0,23058589.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.0965561670698356,1.0,20487.5163408844
-115.75,40.5,POINT (-11156226.15400991 4743835.435892021),49206.0,23058589.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.0965561670698356,1.0,1724.3241820893613
-115.75,40.75,POINT (-11156226.15400991 4768224.824783485),49206.0,23058589.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.0965561670698356,1.0,6200.189920617213
-115.75,41.0,POINT (-11156226.15400991 4792524.498557219),2183232.0,25192615.0,1.0,2.0,2.0,2.0,840.0,1.0,8.0,2004.0,2.654795595621157,1.0,6837.910802580828
-115.75,41.25,POINT (-11156226.15400991 4816733.985954098),2183232.0,25192615.0,1.0,2.0,2.0,2.0,840.0,1.0,8.0,2004.0,2.654795595621157,1.0,16951.909189648177
-115.75,41.5,POINT (-11156226.15400991 4840852.817250328),50390.0,23059773.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.4109371934989375,1.0,15570.771840986547
-115.75,41.75,POINT (-11156226.15400991 4864880.524267819),50280.0,23059663.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.6455718835012421,1.0,4950.475084277373
-115.75,42.0,POINT (-11156226.15400991 4888816.640384646),50399.0,23059782.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.38208151737411694,1.0,24954.866618626085
-115.75,42.25,POINT (-11156226.15400991 4912660.700545456),50793.0,23060176.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.11304147752995516,1.0,26742.09121479411
-115.75,42.5,POINT (-11156226.15400991 4936412.241271891),50771.0,23060154.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.1630421024853606,1.0,25057.05868280816
-115.75,42.75,POINT (-11156226.15400991 4960070.800673004),50771.0,23060154.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.1630421024853606,1.0,26741.445974791823
-115.75,43.0,POINT (-11156226.15400991 4983635.918455693),51541.0,23060924.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.30489185121028733,1.0,4566.820518233153
-115.75,43.25,POINT (-11156226.15400991 5007107.135935118),2183301.0,25192684.0,1.0,2.0,2.0,2.0,840.0,1.0,8.0,2004.0,2.783780648881869,1.0,1885.1136483416321
-115.5,30.25,POINT (-11132104.583947185 3672637.317994114),1435102.0,24444485.0,2.0,1.0,0.0,3.0,484.0,1.0,52.0,2010.0,1.602691143573985,2.0,5569.057375585815
-115.5,30.5,POINT (-11132104.583947185 3700281.733623195),1435102.0,24444485.0,2.0,1.0,0.0,3.0,484.0,1.0,52.0,2010.0,1.602691143573985,2.0,33172.39828436317
-115.5,30.75,POINT (-11132104.583947185 3727856.9498209287),285313.0,23294696.0,3.0,1.0,0.0,3.0,484.0,3.0,52.0,2010.0,0.47475132625549554,2.0,42654.29396977648
-115.5,31.25,POINT (-11132104.583947185 3782797.6837893697),285313.0,23294696.0,3.0,1.0,0.0,3.0,484.0,3.0,52.0,2010.0,0.47475132625549554,2.0,12370.46355539225
-115.5,31.5,POINT (-11132104.583947185 3810162.1542895245),1435212.0,24444595.0,2.0,1.0,0.0,3.0,484.0,1.0,52.0,2010.0,1.5691882006216664,2.0,8876.618589442925
-115.5,31.75,POINT (-11132104.583947185 3837455.3308373215),285386.0,23294769.0,3.0,1.0,0.0,3.0,484.0,3.0,52.0,2010.0,0.10126827807563189,2.0,27164.127155491915
-115.5,32.0,POINT (-11132104.583947185 3864676.6926386477),1435239.0,24444622.0,2.0,1.0,0.0,3.0,484.0,1.0,52.0,2010.0,0.9226986937608294,2.0,17354.6244728713
-115.5,34.75,POINT (-11132104.583947185 4159224.1280793324),30357.0,23039740.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.45027331702123335,1.0,1712.0303042229823
-115.5,35.0,POINT (-11132104.583947185 4185543.521390091),2182694.0,25192077.0,1.0,2.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.0743714281924419,1.0,7451.881213674015
-115.5,35.25,POINT (-11132104.583947185 4211784.438387874),31030.0,23040413.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.2936090369541269,1.0,13882.35130549684
-115.5,35.5,POINT (-11132104.583947185 4237946.375366514),32271.0,23041654.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.27358024345368537,1.0,2166.269029553783
-115.5,35.75,POINT (-11132104.583947185 4264028.829916945),2182327.0,25191710.0,1.0,2.0,2.0,2.0,840.0,1.0,8.0,2004.0,3.2394232712733775,1.0,1064.3704954660022
-115.5,36.0,POINT (-11132104.583947185 4290031.300937513),32680.0,23042063.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.07977789872811122,1.0,6147.498509767102
-115.5,36.25,POINT (-11132104.583947185 4315953.28864421),32853.0,23042236.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.2873712688439462,1.0,2345.1684587137834
-115.5,36.5,POINT (-11132104.583947185 4341794.294580994),1394056.0,24403439.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.6780003059489768,1.0,504.61587129765496
-115.5,36.75,POINT (-11132104.583947185 4367553.821630083),1394056.0,24403439.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.6780003059489768,1.0,17655.859366603276
-115.5,37.0,POINT (-11132104.583947185 4393231.374022237),1394056.0,24403439.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.6780003059489768,1.0,39496.33086312988
-115.5,37.25,POINT (-11132104.583947185 4418826.457347117),1393922.0,24403305.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.1111713503674676,1.0,29126.56729593121
-115.5,37.5,POINT (-11132104.583947185 4444338.578563576),38603.0,23047986.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.6180740386736925,1.0,4358.55859195622
-115.5,37.75,POINT (-11132104.583947185 4469767.246010002),38603.0,23047986.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.6180740386736925,1.0,13684.426515972138
-115.5,38.25,POINT (-11132104.583947185 4520372.25990611),45978.0,23055361.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.6855096251340238,1.0,35999.413302403445
-115.5,38.5,POINT (-11132104.583947185 4545547.630023393),45978.0,23055361.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.6855096251340238,1.0,32180.241273701908
-115.5,38.75,POINT (-11132104.583947185 4570637.593726569),1393279.0,24402662.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,2.2560547969919695,1.0,14921.584848412922
-115.5,39.0,POINT (-11132104.583947185 4595641.666407017),1393279.0,24402662.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,2.2560547969919695,1.0,6114.068516345202
-115.5,39.25,POINT (-11132104.583947185 4620559.364897796),1393200.0,24402583.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.120800382490415,1.0,22185.61814523823
-115.5,39.5,POINT (-11132104.583947185 4645390.207484073),1393200.0,24402583.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.120800382490415,1.0,2319.9308483094082
-115.5,39.75,POINT (-11132104.583947185 4670133.713913471),1393200.0,24402583.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.120800382490415,1.0,24204.86122654133
-115.5,40.0,POINT (-11132104.583947185 4694789.405406478),49206.0,23058589.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.0965561670698356,1.0,42966.40146139095
-115.5,40.25,POINT (-11132104.583947185 4719356.804666851),49206.0,23058589.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.0965561670698356,1.0,19298.45003897781
-115.5,40.5,POINT (-11132104.583947185 4743835.435892021),49206.0,23058589.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.0965561670698356,1.0,5586.044259370137
-115.5,41.0,POINT (-11132104.583947185 4792524.498557219),49856.0,23059239.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.16225725147139716,1.0,4006.007192473689
-115.5,41.25,POINT (-11132104.583947185 4816733.985954098),49990.0,23059373.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.19434574682418235,1.0,7699.216714941767
-115.5,41.5,POINT (-11132104.583947185 4840852.817250328),50280.0,23059663.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.6455718835012421,1.0,1141.7878346206562
-115.5,41.75,POINT (-11132104.583947185 4864880.524267819),50280.0,23059663.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.6455718835012421,1.0,11777.285406349727
-115.5,42.0,POINT (-11132104.583947185 4888816.640384646),50793.0,23060176.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.11304147752995516,1.0,11599.306126329247
-115.5,42.25,POINT (-11132104.583947185 4912660.700545456),50793.0,23060176.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.11304147752995516,1.0,9539.189164684249
-115.5,42.5,POINT (-11132104.583947185 4936412.241271891),50890.0,23060273.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.5526151031616967,1.0,29855.879894194677
-115.5,42.75,POINT (-11132104.583947185 4960070.800673004),2183301.0,25192684.0,1.0,2.0,2.0,2.0,840.0,1.0,8.0,2004.0,2.783780648881869,1.0,30378.805348878337
-115.5,43.0,POINT (-11132104.583947185 4983635.918455693),2183301.0,25192684.0,1.0,2.0,2.0,2.0,840.0,1.0,8.0,2004.0,2.783780648881869,1.0,7044.604032312756
-115.5,43.25,POINT (-11132104.583947185 5007107.135935118),51553.0,23060936.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.1453792982050098,1.0,10805.933573562643
-115.25,30.25,POINT (-11107983.013884462 3672637.317994114),1435102.0,24444485.0,2.0,1.0,0.0,3.0,484.0,1.0,52.0,2010.0,1.602691143573985,2.0,16836.30969130506
-115.25,30.5,POINT (-11107983.013884462 3700281.733623195),1435102.0,24444485.0,2.0,1.0,0.0,3.0,484.0,1.0,52.0,2010.0,1.602691143573985,2.0,39567.48377104072
-115.25,30.75,POINT (-11107983.013884462 3727856.9498209287),1435172.0,24444555.0,2.0,1.0,0.0,3.0,484.0,1.0,52.0,2010.0,0.703364269928146,2.0,40321.45919376048
-115.25,31.0,POINT (-11107983.013884462 3755362.4412754816),285290.0,23294673.0,3.0,1.0,0.0,3.0,484.0,3.0,52.0,2010.0,0.05396109973818618,2.0,28572.76683426349
-115.25,31.25,POINT (-11107983.013884462 3782797.6837893697),1435199.0,24444582.0,2.0,1.0,0.0,3.0,484.0,1.0,52.0,2010.0,0.44842180086336925,2.0,19566.518045968154
-115.25,31.5,POINT (-11107983.013884462 3810162.1542895245),1435212.0,24444595.0,2.0,1.0,0.0,3.0,484.0,1.0,52.0,2010.0,1.5691882006216664,2.0,2380.2103466897615
-115.25,34.75,POINT (-11107983.013884462 4159224.1280793324),30697.0,23040080.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.28502221467677863,1.0,16222.730572271934
-115.25,35.0,POINT (-11107983.013884462 4185543.521390091),30910.0,23040293.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.2409422694586419,1.0,1117.6556848791095
-115.25,35.25,POINT (-11107983.013884462 4211784.438387874),30910.0,23040293.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.2409422694586419,1.0,22227.284534294453
-115.25,35.5,POINT (-11107983.013884462 4237946.375366514),32272.0,23041655.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.7260671499698625,1.0,12729.200550924688
-115.25,35.75,POINT (-11107983.013884462 4264028.829916945),32272.0,23041655.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.7260671499698625,1.0,11467.328947069478
-115.25,36.0,POINT (-11107983.013884462 4290031.300937513),32679.0,23042062.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.2955495563096424,1.0,8567.238229780845
-115.25,36.25,POINT (-11107983.013884462 4315953.28864421),33199.0,23042582.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.017940337605641312,1.0,487.59459054656327
-115.25,36.5,POINT (-11107983.013884462 4341794.294580994),33788.0,23043171.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.060868998501287276,1.0,12065.744292827403
-115.25,37.25,POINT (-11107983.013884462 4418826.457347117),1393922.0,24403305.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.1111713503674676,1.0,10424.78863855864
-115.25,37.5,POINT (-11107983.013884462 4444338.578563576),1393922.0,24403305.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.1111713503674676,1.0,3367.16444330773
-115.25,37.75,POINT (-11107983.013884462 4469767.246010002),1393924.0,24403307.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.758540149266263,1.0,5539.67316385126
-115.25,38.0,POINT (-11107983.013884462 4495111.969414679),45978.0,23055361.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.6855096251340238,1.0,8483.360055791241
-115.25,38.25,POINT (-11107983.013884462 4520372.25990611),45978.0,23055361.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.6855096251340238,1.0,12141.418922136263
-115.25,38.5,POINT (-11107983.013884462 4545547.630023393),45978.0,23055361.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.6855096251340238,1.0,8409.745740502256
-115.25,38.75,POINT (-11107983.013884462 4570637.593726569),45978.0,23055361.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.6855096251340238,1.0,6819.5294523447055
-115.25,39.0,POINT (-11107983.013884462 4595641.666407017),1393279.0,24402662.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,2.2560547969919695,1.0,6403.48474295308
-115.25,39.25,POINT (-11107983.013884462 4620559.364897796),1393279.0,24402662.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,2.2560547969919695,1.0,5953.864209319714
-115.25,39.5,POINT (-11107983.013884462 4645390.207484073),1393200.0,24402583.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.120800382490415,1.0,4469.021418224374
-115.25,39.75,POINT (-11107983.013884462 4670133.713913471),1393200.0,24402583.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.120800382490415,1.0,19281.04252298048
-115.25,40.0,POINT (-11107983.013884462 4694789.405406478),1393928.0,24403311.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.6887257726317512,1.0,37534.815469583016
-115.25,40.25,POINT (-11107983.013884462 4719356.804666851),49206.0,23058589.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,1.0965561670698356,1.0,36374.188343893446
-115.25,40.5,POINT (-11107983.013884462 4743835.435892021),1393929.0,24403312.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,2.855941919654138,1.0,23133.60317102781
-115.25,40.75,POINT (-11107983.013884462 4768224.824783485),49471.0,23058854.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.25938144701338545,1.0,3525.659637451177
-115.25,41.0,POINT (-11107983.013884462 4792524.498557219),49209.0,23058592.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.4296121553685143,1.0,8860.584903048983
-115.25,41.25,POINT (-11107983.013884462 4816733.985954098),2183232.0,25192615.0,1.0,2.0,2.0,2.0,840.0,1.0,8.0,2004.0,2.654795595621157,1.0,2751.4685932768234
-115.25,41.5,POINT (-11107983.013884462 4840852.817250328),50280.0,23059663.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.6455718835012421,1.0,22616.553847501098
-115.25,41.75,POINT (-11107983.013884462 4864880.524267819),1393929.0,24403312.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,2.855941919654138,1.0,28878.229759695572
-115.25,42.0,POINT (-11107983.013884462 4888816.640384646),50890.0,23060273.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.5526151031616967,1.0,18751.938776073785
-115.25,42.25,POINT (-11107983.013884462 4912660.700545456),50890.0,23060273.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.5526151031616967,1.0,3888.6201910214468
-115.25,42.5,POINT (-11107983.013884462 4936412.241271891),50890.0,23060273.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.5526151031616967,1.0,24463.266910534025
-115.25,42.75,POINT (-11107983.013884462 4960070.800673004),1390980.0,24400363.0,2.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.049664477160001455,1.0,26502.851459324356
-115.25,43.0,POINT (-11107983.013884462 4983635.918455693),2183301.0,25192684.0,1.0,2.0,2.0,2.0,840.0,1.0,8.0,2004.0,2.783780648881869,1.0,7085.813354239444
-115.25,43.25,POINT (-11107983.013884462 5007107.135935118),51552.0,23060935.0,3.0,1.0,2.0,2.0,840.0,1.0,8.0,2004.0,0.20682842012401606,1.0,12780.206698404845
-115.0,30.25,POINT (-11083861.443821738 3672637.317994114),285108.0,23294491.0,3.0,1.0,0.0,3.0,484.0,3.0,52.0,2010.0,1.2382624170744545,2.0,20499.59767732165
-115.0,30.5,POINT (-11083861.443821738 3700281.733623195),1435172.0,24444555.0,2.0,1.0,0.0,3.0,484.0,1.0,52.0,2010.0,0.703364269928146,2.0,22091.185718686316
-115.0,30.75,POINT (-11083861.443821738 3727856.9498209287),1435172.0,24444555.0,2.0,1.0,0.0,3.0,484.0,1.0,52.0,2010.0,0.703364269928146,2.0,16228.035252008094
-115.0,31.0,POINT (-11083861.443821738 3755362.4412754816),285290.0,23294673.0,3.0,1.0,0.0,3.0,484.0,3.0,52.0,2010.0,0.05396109973818618,2.0,8191.375643736221
