lon,lat,cap_mid,annual_cf
65.5,42.75,2.042,0.298
65.5,43,1.959,0.302
65.5,43.25,1.454,0.31
65.5,43.5,1.352,0.33
65.5,43.75,1.368,0.353
65.5,44,1.393,0.382
65.5,44.25,1.373,0.395
65.5,44.5,1.65,0.365
65.5,44.75,0.477,0.358
65.5,45,0.755,0.368
65.5,45.25,1.693,0.41
65.5,45.5,1.949,0.442
65.5,45.75,1.898,0.415
65.5,46,1.741,0.388
65.5,46.25,1.772,0.375
65.5,46.5,1.897,0.385
65.5,46.75,1.89,0.413
65.5,47,1.887,0.401
65.5,47.25,1.882,0.391
65.5,47.5,1.875,0.388
65.5,47.75,1.848,0.395
65.5,48,1.823,0.391
65.5,48.25,1.805,0.379
65.5,48.5,1.749,0.379
65.5,48.75,1.786,0.383
65.5,49,1.805,0.385
65.5,49.25,1.8,0.393
65.5,49.5,1.767,0.402
65.5,49.75,1.662,0.401
65.5,50,1.669,0.393
65.5,50.25,1.499,0.386
65.75,25.75,1.996,0.042
65.75,26,1.882,0.038
65.75,26.25,1.814,0.065
65.75,26.5,2.177,0.082
65.75,26.75,2.263,0.079
65.75,27,2.315,0.067
65.75,27.25,2.224,0.072
65.75,27.5,2.048,0.11
65.75,27.75,2.064,0.174
65.75,28,2.071,0.127
65.75,28.25,2.188,0.094
65.75,28.5,2.29,0.089
65.75,28.75,2.286,0.097
65.75,29,2.358,0.072
65.75,29.25,2.273,0.065
65.75,29.5,2.061,0.066
65.75,29.75,1.904,0.086
65.75,30,0.301,0.101
65.75,30.25,0,0.107
65.75,30.5,0,0.121
65.75,30.75,0,0.14
65.75,31,0,0.129
65.75,31.25,0.807,0.093
65.75,31.5,2.076,0.087
65.75,31.75,1.776,0.061
65.75,32,2.019,0.041
65.75,32.25,1.734,0.027
65.75,32.5,1.601,0.016
65.75,32.75,1.595,0.01
65.75,33,1.38,0.013
65.75,33.25,1.167,0.013
65.75,33.5,0.931,0.01
65.75,34.75,1.838,0.029
65.75,35.5,1.342,0.034
65.75,35.75,1.593,0.015
65.75,36,1.431,0.008
65.75,36.25,1.918,0.025
65.75,36.5,1.896,0.083
65.75,36.75,1.938,0.161
65.75,37,1.885,0.229
65.75,37.25,1.62,0.263
65.75,37.5,1.918,0.233
65.75,37.75,1.496,0.178
65.75,38.75,0.998,0.105
65.75,39.25,0.57,0.139
65.75,39.5,1.102,0.189
65.75,39.75,1.894,0.163
65.75,41,1.463,0.194
65.75,41.25,1.714,0.258
65.75,41.5,1.501,0.276
65.75,41.75,1.44,0.287
65.75,42,1.512,0.295
65.75,42.25,1.616,0.292
65.75,42.5,1.86,0.293
65.75,42.75,2.033,0.297
65.75,43,1.872,0.299
65.75,43.25,1.365,0.309
65.75,43.5,1.346,0.327
65.75,43.75,1.382,0.35
65.75,44,1.395,0.379
65.75,44.25,1.352,0.388
65.75,44.5,0.892,0.357
65.75,44.75,0.707,0.357
65.75,45,1.579,0.406
65.75,45.25,1.936,0.445
65.75,45.5,1.928,0.437
65.75,45.75,1.834,0.409
65.75,46,1.617,0.373
65.75,46.25,1.722,0.363
65.75,46.5,1.78,0.382
65.75,46.75,1.898,0.408
65.75,47,1.89,0.411
65.75,47.25,1.882,0.399
65.75,47.5,1.87,0.414
65.75,47.75,1.839,0.42
65.75,48,1.834,0.417
65.75,48.25,1.808,0.403
65.75,48.5,1.785,0.388
65.75,48.75,1.822,0.384
65.75,49,1.814,0.393
65.75,49.25,1.814,0.4
65.75,49.5,1.781,0.401
65.75,49.75,1.659,0.399
65.75,50,1.595,0.396
65.75,50.25,1.502,0.395
66,25.75,0.121,0.071
66,26,0.857,0.048
66,26.25,1.719,0.049
66,26.5,1.925,0.069
66,26.75,2.027,0.089
66,27,1.933,0.083
66,27.25,1.978,0.067
66,27.5,1.979,0.08
66,27.75,1.77,0.131
66,28,2.017,0.17
66,28.25,2.048,0.156
66,28.5,2.014,0.135
66,29,2.253,0.09
66,29.25,2.331,0.073
66,29.5,2.268,0.065
66,29.75,2.233,0.071
66,30,2.188,0.079
66,30.25,1.533,0.074
66,30.5,0.535,0.086
66,30.75,0,0.101
66,31,0,0.086
66,31.25,1.641,0.076
66,31.5,2.154,0.07
66,31.75,2.173,0.075
66,32,2.052,0.047
66,32.25,1.873,0.032
66,32.5,1.61,0.021
66,32.75,1.71,0.011
66,33,1.532,0.014
66,33.5,0.885,0.008
66,33.75,1.19,0.012
66,34,1.198,0.021
66,34.25,0.895,0.019
66,35.75,1.363,0.01
66,36,1.578,0.003
66,36.25,1.925,0.018
66,36.5,1.907,0.076
66,36.75,2.146,0.163
66,37,1.555,0.229
66,37.25,1.435,0.273
66,37.5,1.424,0.195
66,37.75,1.725,0.113
66,39.75,1.748,0.138
66,41.25,1.427,0.21
66,41.5,1.535,0.265
66,41.75,1.494,0.283
66,42,1.464,0.292
66,42.25,1.538,0.288
66,42.5,1.574,0.291
66,42.75,1.713,0.294
66,43,1.529,0.301
66,43.25,1.353,0.311
66,43.5,1.352,0.323
66,43.75,1.372,0.343
66,44,1.393,0.375
66,44.25,1.458,0.381
66,44.5,0.701,0.367
66,44.75,0.856,0.403
66,45,1.911,0.445
66,45.25,1.958,0.461
66,45.5,1.948,0.447
66,45.75,1.927,0.41
66,46,1.743,0.374
66,46.25,1.712,0.368
66,46.5,1.747,0.392
66,46.75,1.904,0.41
66,47,1.886,0.419
66,47.25,1.885,0.43
66,47.5,1.879,0.442
66,47.75,1.845,0.448
66,48,1.811,0.445
66,48.25,1.775,0.433
66,48.5,1.809,0.409
66,48.75,1.815,0.394
66,49,1.815,0.398
66,49.25,1.784,0.401
66,49.5,1.708,0.4
66,49.75,1.621,0.397
66,50,1.416,0.394
66,50.25,1.444,0.394
66.25,26,1.215,0.057
66.25,26.25,1.81,0.051
66.25,26.5,2.096,0.058
66.25,26.75,2.048,0.064
66.25,27,1.909,0.076
66.25,27.25,1.67,0.087
66.25,27.5,1.471,0.092
66.25,27.75,1.88,0.112
66.25,28,1.892,0.152
66.25,28.25,2.045,0.17
66.25,28.5,1.756,0.141
66.25,28.75,1.75,0.127
66.25,29,2.256,0.093
66.25,29.25,2.062,0.08
66.25,29.5,2.099,0.084
66.25,29.75,2.202,0.089
66.25,30,2.101,0.08
66.25,30.25,2.031,0.068
66.25,30.5,2.08,0.066
66.25,30.75,1.382,0.066
66.25,31,1.123,0.057
66.25,31.25,2.063,0.056
66.25,31.5,2.073,0.067
66.25,31.75,2.042,0.072
66.25,32,1.97,0.057
66.25,32.25,1.412,0.034
66.25,32.5,1.538,0.026
66.25,33,1.573,0.009
66.25,33.25,1.002,0.005
66.25,33.75,1.214,0.013
66.25,34.25,1.197,0.019
66.25,35.5,0.797,0.01
66.25,35.75,1.353,0.009
66.25,36,1.608,0.006
66.25,36.25,1.937,0.025
66.25,36.5,2.099,0.076
66.25,36.75,2.061,0.154
66.25,37,1.516,0.242
66.25,37.25,1.73,0.276
66.25,37.5,1.749,0.135
66.25,37.75,0.987,0.056
66.25,41.5,1.47,0.241
66.25,41.75,1.409,0.275
66.25,42,1.329,0.287
66.25,42.25,1.158,0.282
66.25,42.5,1.419,0.285
66.25,42.75,1.405,0.288
66.25,43,1.407,0.293
66.25,43.25,1.226,0.302
66.25,43.5,1.26,0.311
66.25,43.75,1.355,0.336
66.25,44,1.463,0.35
66.25,44.25,0.85,0.352
66.25,44.5,0.348,0.385
66.25,44.75,1.478,0.438
66.25,45,1.965,0.466
66.25,45.25,1.957,0.464
66.25,45.5,1.948,0.447
66.25,45.75,1.936,0.422
66.25,46,1.683,0.397
66.25,46.25,1.809,0.399
66.25,46.5,1.869,0.416
66.25,46.75,1.9,0.427
66.25,47,1.867,0.431
66.25,47.25,1.882,0.441
66.25,47.5,1.878,0.451
66.25,47.75,1.855,0.458
66.25,48,1.742,0.454
66.25,48.25,1.698,0.452
66.25,48.5,1.727,0.431
66.25,48.75,1.749,0.409
66.25,49,1.723,0.406
66.25,49.25,1.745,0.403
66.25,49.5,1.687,0.401
66.25,49.75,1.534,0.397
66.25,50,1.502,0.396
66.25,50.25,1.386,0.396
66.5,25.5,1.168,0.172
66.5,25.75,0.927,0.107
66.5,26,1.536,0.073
66.5,26.25,2.049,0.058
66.5,26.5,1.784,0.054
66.5,26.75,1.719,0.058
66.5,27,1.966,0.065
66.5,27.25,1.832,0.071
66.5,27.5,1.498,0.066
66.5,27.75,1.695,0.075
66.5,28,1.789,0.088
66.5,28.25,1.94,0.082
66.5,28.5,1.887,0.073
66.5,29.25,1.519,0.066
66.5,29.5,1.818,0.056
66.5,29.75,1.766,0.057
66.5,30,2.055,0.05
66.5,30.25,0.859,0.047
66.5,30.5,2.169,0.044
66.5,30.75,1.903,0.039
66.5,31.5,2.197,0.059
66.5,31.75,1.999,0.065
66.5,32,1.969,0.066
66.5,32.25,1.844,0.037
66.5,32.5,1.545,0.019
66.5,32.75,1.335,0.017
66.5,33.25,1.132,0.007
66.5,33.5,0.752,0.003
66.5,33.75,1.179,0.007
66.5,35.75,1.124,0.004
66.5,36,1.456,0.006
66.5,36.25,1.946,0.025
66.5,36.5,2.062,0.04
66.5,36.75,1.643,0.092
66.5,37,1.4,0.262
66.5,37.25,1.888,0.287
66.5,37.5,1.297,0.092
66.5,37.75,1.537,0.022
66.5,38,1,0.027
66.5,41.75,1.441,0.263
66.5,42,0.187,0.281
66.5,42.25,0.531,0.276
66.5,42.5,1.289,0.278
66.5,42.75,0.711,0.283
66.5,43,0.19,0.288
66.5,43.25,0,0.29
66.5,43.5,0.656,0.3
66.5,43.75,1.369,0.312
66.5,44,0.854,0.314
66.5,44.25,0.202,0.327
66.5,44.5,0.591,0.409
66.5,44.75,1.819,0.46
66.5,45,1.941,0.471
66.5,45.25,1.74,0.469
66.5,45.5,1.912,0.452
66.5,45.75,1.75,0.426
66.5,46,1.776,0.421
66.5,46.25,1.877,0.426
66.5,46.5,1.891,0.434
66.5,46.75,1.868,0.438
66.5,47,1.848,0.433
66.5,47.25,1.871,0.442
66.5,47.5,1.861,0.447
66.5,47.75,1.81,0.452
66.5,48,1.779,0.461
66.5,48.25,1.727,0.457
66.5,48.5,1.717,0.448
66.5,48.75,1.682,0.427
66.5,49,1.631,0.424
66.5,49.25,1.678,0.421
66.5,49.5,1.623,0.426
66.5,49.75,1.625,0.42
66.5,50,1.597,0.399
66.5,50.25,1.473,0.392
66.75,25.25,1.967,0.205
66.75,25.5,2.092,0.149
66.75,25.75,1.618,0.091
66.75,26,1.651,0.07
66.75,26.25,1.846,0.055
66.75,26.5,2.022,0.046
66.75,26.75,1.998,0.049
66.75,27,2.021,0.058
66.75,27.25,1.875,0.058
66.75,27.5,1.79,0.051
66.75,27.75,1.612,0.046
66.75,28,1.548,0.037
66.75,28.25,1.642,0.029
66.75,28.5,1.712,0.027
66.75,30,1.609,0.038
66.75,30.5,2.029,0.031
66.75,30.75,1.859,0.032
66.75,31.75,1.895,0.074
66.75,32,1.988,0.07
66.75,32.25,2.125,0.066
66.75,32.5,1.819,0.028
66.75,32.75,1.604,0.016
66.75,33.5,0.942,0.008
66.75,34,0.808,0.01
66.75,34.25,1.274,0.02
66.75,35.75,0.814,0.003
66.75,36,1.428,0.005
66.75,36.25,1.888,0.012
66.75,36.5,1.67,0.02
66.75,36.75,1.21,0.076
66.75,37,0.834,0.274
66.75,37.25,1.916,0.294
66.75,37.5,0.922,0.086
66.75,37.75,1.165,0.011
66.75,38,1.79,0.01
66.75,41.75,0.409,0.254
66.75,42,0,0.274
66.75,42.25,0.024,0.271
66.75,42.5,0.01,0.277
66.75,42.75,0,0.281
66.75,43,0,0.279
66.75,43.25,0,0.28
66.75,43.5,0.029,0.29
66.75,43.75,0.097,0.294
66.75,44,0.27,0.272
66.75,44.25,0.037,0.318
66.75,44.5,0.927,0.423
66.75,44.75,1.384,0.473
66.75,45,1.641,0.479
66.75,45.25,1.401,0.47
66.75,45.5,1.823,0.452
66.75,45.75,1.522,0.437
66.75,46,1.751,0.439
66.75,46.25,1.893,0.447
66.75,46.5,1.898,0.446
66.75,46.75,1.866,0.435
66.75,47,1.831,0.421
66.75,47.25,1.81,0.419
66.75,47.5,1.866,0.419
66.75,47.75,1.789,0.421
66.75,48,1.731,0.431
66.75,48.25,1.747,0.443
66.75,48.5,1.636,0.453
66.75,48.75,0.885,0.444
66.75,49,1.589,0.442
66.75,49.25,1.525,0.442
66.75,49.5,1.587,0.446
66.75,49.75,1.511,0.432
67,25.25,0.628,0.187
67,25.5,1.358,0.127
67,25.75,0.085,0.08
67,26,0.576,0.064
67,26.25,1.74,0.055
67,26.5,1.547,0.033
67,26.75,1.626,0.036
67,27,1.588,0.028
67,27.25,1.479,0.028
67,27.5,1.773,0.03
67,27.75,1.78,0.024
67,28,1.485,0.012
67,28.25,1.388,0.007
67,28.5,1.377,0.008
67,28.75,1.339,0.013
67,29,1.339,0.014
67,29.5,1.753,0.032
67,30,1.658,0.036
67,30.75,1.886,0.033
67,31.75,2.001,0.071
67,32,1.993,0.095
67,32.25,2.046,0.081
67,32.5,1.535,0.052
67,32.75,1.691,0.018
67,33,1.398,0.012
67,33.25,1.34,0.012
67,34,0.648,0.008
67,34.25,1.148,0.014
67,35.75,1.086,0.005
67,36,1.746,0.006
67,36.25,1.922,0.013
67,36.5,1.75,0.019
67,36.75,1.533,0.075
67,37,1.532,0.266
67,37.25,2.062,0.271
67,37.5,0.594,0.113
67,37.75,0.126,0.028
67,38,1.762,0.006
67,42,0,0.269
67,42.25,0,0.271
67,42.5,0,0.28
67,42.75,0,0.281
67,43,0,0.269
67,43.25,0,0.266
67,43.5,0,0.263
67,43.75,0.083,0.267
67,44,0.303,0.296
67,44.25,1.053,0.365
67,44.5,1.621,0.432
67,44.75,1.833,0.464
67,45,1.706,0.473
67,45.25,1.752,0.464
67,45.5,1.337,0.446
67,45.75,1.533,0.432
67,46,1.785,0.431
67,46.25,1.822,0.433
67,46.5,1.853,0.429
67,46.75,1.9,0.418
67,47,1.87,0.405
67,47.25,1.838,0.398
67,47.5,1.859,0.396
67,47.75,1.779,0.385
67,48,1.74,0.391
67,48.25,1.72,0.416
67,48.5,1.654,0.434
67,48.75,1.592,0.442
67,49,1.563,0.457
67,49.25,1.41,0.461
67,49.5,1.361,0.459
67,49.75,1.407,0.437
67.25,25,1.69,0.281
67.25,25.25,1.672,0.223
67.25,25.5,0.423,0.148
67.25,25.75,0.051,0.09
67.25,26,0.351,0.058
67.25,26.25,0.904,0.056
67.25,26.5,1.04,0.031
67.25,26.75,1.535,0.02
67.25,27,1.688,0.012
67.25,27.25,1.195,0.009
67.25,27.5,1.299,0.012
67.25,27.75,1.501,0.01
67.25,28,1.389,0.005
67.25,28.25,1.284,0.005
67.25,28.5,1.712,0.004
67.25,28.75,1.542,0.002
67.25,29,1.519,0.002
67.25,29.25,1.272,0.006
67.25,29.5,1.209,0.018
67.25,29.75,1.575,0.034
67.25,30,1.675,0.037
67.25,30.25,1.368,0.026
67.25,31,2.056,0.085
67.25,31.75,2.227,0.074
67.25,32,2.14,0.085
67.25,32.25,2.08,0.105
67.25,32.5,1.829,0.076
67.25,32.75,1.663,0.027
67.25,33,1.4,0.011
67.25,33.25,1.332,0.011
67.25,33.5,1.252,0.01
67.25,34,1.211,0.006
67.25,34.5,1.083,0.015
67.25,35,0.868,0.045
67.25,35.5,0.412,0.007
67.25,36,1.545,0.008
67.25,36.25,1.837,0.016
67.25,36.5,1.758,0.026
67.25,36.75,1.793,0.088
67.25,37,1.992,0.244
67.25,37.25,1.729,0.218
67.25,37.5,1.018,0.107
67.25,37.75,0.838,0.057
67.25,38,0.847,0.012
67.25,42,0.063,0.262
67.25,42.25,0.613,0.273
67.25,42.5,1.074,0.284
67.25,42.75,0.018,0.285
67.25,43,0,0.272
67.25,43.25,0,0.232
67.25,43.5,0.094,0.23
67.25,43.75,0.467,0.277
67.25,44,1.598,0.335
67.25,44.25,1.711,0.388
67.25,44.5,1.854,0.405
67.25,44.75,1.748,0.439
67.25,45,1.619,0.466
67.25,45.25,0.83,0.455
67.25,45.5,0.013,0.444
67.25,45.75,0.471,0.429
67.25,46,1.831,0.416
67.25,46.25,1.921,0.416
67.25,46.5,1.89,0.412
67.25,46.75,1.893,0.4
67.25,47,1.871,0.393
67.25,47.25,1.834,0.384
67.25,47.5,1.832,0.371
67.25,47.75,1.833,0.359
67.25,48,1.586,0.361
67.25,48.25,1.705,0.382
67.25,48.5,1.683,0.413
67.25,48.75,1.671,0.435
67.25,49,1.652,0.45
67.25,49.25,1.498,0.46
67.25,49.5,1.399,0.462
67.25,49.75,1.504,0.441
67.5,24.25,0.789,0.303
67.5,24.5,0.633,0.313
67.5,24.75,0.817,0.333
67.5,25,2.082,0.342
67.5,25.25,1.844,0.308
67.5,25.5,0.698,0.222
67.5,25.75,0,0.129
67.5,26,0.128,0.06
67.5,26.25,1.046,0.056
67.5,26.5,0.623,0.072
67.5,26.75,0.722,0.066
67.5,27,0.876,0.047
67.5,27.25,0.453,0.033
67.5,27.5,0.597,0.024
67.5,27.75,0.963,0.014
67.5,28,0.769,0.007
67.5,28.25,1.019,0.009
67.5,28.5,1.632,0.01
67.5,28.75,1.624,0.008
67.5,29,1.615,0.007
67.5,29.25,1.753,0.006
67.5,29.5,1.757,0.013
67.5,29.75,1.303,0.026
67.5,30,1.708,0.037
67.5,31.75,2.245,0.099
67.5,32,2.264,0.096
67.5,32.25,2.146,0.112
67.5,32.5,2.086,0.104
67.5,32.75,1.977,0.055
67.5,33,1.357,0.02
67.5,33.25,1.582,0.015
67.5,34.5,1.484,0.011
67.5,35,1.802,0.032
67.5,35.5,1.102,0.003
67.5,35.75,1.688,0.009
67.5,36,1.323,0.008
67.5,36.25,1.775,0.009
67.5,36.5,1.968,0.016
67.5,36.75,1.727,0.066
67.5,37,1.982,0.205
67.5,37.25,1.798,0.171
67.5,37.5,1.881,0.088
67.5,37.75,1.148,0.055
67.5,38,1.045,0.036
67.5,42.25,0.779,0.267
67.5,42.5,0.725,0.287
67.5,42.75,0.011,0.291
67.5,43,0.03,0.269
67.5,43.25,0.389,0.223
67.5,43.5,0.645,0.212
67.5,44.25,1.866,0.389
67.5,44.75,0.597,0.398
67.5,45,1.337,0.439
67.5,45.25,0.129,0.445
67.5,45.5,0,0.434
67.5,45.75,0,0.42
67.5,46,1.261,0.402
67.5,46.25,1.911,0.396
67.5,46.5,1.896,0.396
67.5,46.75,1.89,0.392
67.5,47,1.891,0.386
67.5,47.25,1.862,0.378
67.5,47.5,1.804,0.365
67.5,47.75,1.728,0.353
67.5,48,1.588,0.352
67.5,48.25,1.695,0.365
67.5,48.5,1.733,0.38
67.5,48.75,1.628,0.406
67.5,49,1.662,0.437
67.5,49.25,1.622,0.465
67.5,49.5,1.546,0.465
67.5,49.75,1.622,0.441
67.75,24.5,0.76,0.271
67.75,24.75,0.802,0.324
67.75,25,1.439,0.366
67.75,25.25,1.775,0.362
67.75,25.5,1.169,0.281
67.75,25.75,0.857,0.18
67.75,26,0.861,0.095
67.75,26.25,0.744,0.064
67.75,26.5,0.471,0.087
67.75,26.75,0.115,0.094
67.75,27,0.259,0.081
67.75,27.25,0.115,0.059
67.75,27.5,0.025,0.046
67.75,27.75,0.086,0.034
67.75,28,0.393,0.027
67.75,28.25,0.559,0.027
67.75,28.5,0.34,0.032
67.75,28.75,1.593,0.031
67.75,29,1.595,0.034
67.75,29.25,1.633,0.03
67.75,29.5,1.706,0.022
67.75,29.75,1.64,0.02
67.75,30,0.868,0.007
67.75,30.25,1.728,0.009
67.75,31,1.938,0.087
67.75,31.5,2.291,0.182
67.75,31.75,2.215,0.15
67.75,32,2.267,0.126
67.75,32.25,2.239,0.132
67.75,32.5,1.622,0.127
67.75,32.75,1.859,0.083
67.75,33,1.737,0.036
67.75,33.25,1.784,0.016
67.75,33.5,1.228,0.013
67.75,34.25,1.858,0.015
67.75,35,1.262,0.017
67.75,35.25,1.251,0.002
67.75,35.5,1.288,0.004
67.75,35.75,1.668,0.008
67.75,36,1.601,0.008
67.75,36.25,1.515,0.009
67.75,36.5,1.638,0.007
67.75,36.75,1.797,0.037
67.75,37,2.097,0.157
67.75,37.5,1.773,0.058
67.75,37.75,2.004,0.05
67.75,38,1.767,0.035
67.75,38.25,0.568,0.023
67.75,38.5,0.463,0.001
67.75,42.25,0.253,0.258
67.75,42.5,0.225,0.284
67.75,42.75,0,0.287
67.75,43,0.68,0.256
67.75,43.25,0.23,0.21
67.75,44.5,0.301,0.307
67.75,44.75,0,0.374
67.75,45,0.122,0.417
67.75,45.25,0,0.432
67.75,45.5,0,0.422
67.75,45.75,0,0.414
67.75,46,0.475,0.395
67.75,46.25,1.843,0.389
67.75,46.5,1.741,0.393
67.75,46.75,1.894,0.388
67.75,47,1.896,0.38
67.75,47.25,1.877,0.372
67.75,47.5,1.834,0.358
67.75,47.75,1.801,0.355
67.75,48,1.659,0.353
67.75,48.25,1.691,0.359
67.75,48.5,1.684,0.368
67.75,48.75,1.708,0.389
67.75,49,1.704,0.418
67.75,49.25,1.595,0.453
67.75,49.5,1.608,0.457
67.75,49.75,1.697,0.45
68,24.25,0.541,0.262
68,24.5,0.62,0.251
68,24.75,0.46,0.299
68,25,0.678,0.35
68,25.25,1.681,0.355
68,25.5,1.746,0.325
68,25.75,1.756,0.239
68,26,1.288,0.155
68,26.25,0.443,0.097
68,26.5,0.183,0.105
68,26.75,0.215,0.106
68,27,0.111,0.096
68,27.25,0.212,0.085
68,27.5,0.206,0.067
68,27.75,0.06,0.058
68,28,0.211,0.051
68,28.25,0.169,0.048
68,28.5,0.026,0.052
68,28.75,0.837,0.061
68,29,2.121,0.061
68,29.25,1.896,0.044
68,29.5,1.277,0.028
68,29.75,1.31,0.011
68,30,1.533,0.007
68,30.25,1.653,0.009
68,30.75,2.057,0.068
68,31,1.874,0.082
68,31.5,2.288,0.189
68,31.75,2.24,0.188
68,32,2.213,0.157
68,32.25,2.209,0.145
68,32.5,2.003,0.128
68,32.75,1.883,0.101
68,33,1.91,0.06
68,33.25,1.573,0.024
68,33.5,1.61,0.015
68,33.75,1.567,0.013
68,34,1.452,0.021
68,35.5,1.07,0.006
68,35.75,1.15,0.021
68,36,1.462,0.016
68,36.25,1.786,0.007
68,36.5,1.489,0.005
68,36.75,1.999,0.028
68,37,1.876,0.112
68,38.5,0.805,0.001
68,41.5,1.148,0.134
68,42,0.986,0.173
68,42.25,0.419,0.225
68,42.5,1.131,0.26
68,42.75,0.597,0.276
68,43,0.575,0.249
68,44.5,0,0.298
68,44.75,0,0.372
68,45,0,0.401
68,45.25,0,0.415
68,45.5,0,0.417
68,45.75,0,0.407
68,46,0.297,0.389
68,46.25,1.682,0.381
68,46.5,1.747,0.387
68,46.75,1.813,0.388
68,47,1.894,0.375
68,47.25,1.888,0.367
68,47.5,1.78,0.36
68,47.75,1.81,0.357
68,48,1.771,0.362
68,48.25,1.799,0.37
68,48.5,1.712,0.37
68,48.75,1.727,0.381
68,49,1.662,0.406
68,49.25,1.66,0.44
68,49.5,1.692,0.452
68,49.75,1.69,0.445
68,50,1.62,0.433
68.25,24.25,0.514,0.287
68.25,24.5,1.045,0.272
68.25,24.75,0.399,0.256
68.25,25,0.306,0.309
68.25,25.25,0.527,0.333
68.25,25.5,0.68,0.313
68.25,25.75,0.686,0.269
68.25,26,0.304,0.199
68.25,26.25,0.112,0.138
68.25,26.5,0.237,0.129
68.25,26.75,0.371,0.129
68.25,27,0.252,0.113
68.25,27.25,0.093,0.097
68.25,27.5,0.172,0.084
68.25,27.75,0.386,0.073
68.25,28,0.392,0.067
68.25,28.25,0.247,0.06
68.25,28.5,0.197,0.063
68.25,28.75,0.472,0.07
68.25,29,1.015,0.059
68.25,29.25,1.056,0.04
68.25,29.5,1.203,0.019
68.25,29.75,1.359,0.01
68.25,30,1.437,0.009
68.25,30.25,1.829,0.015
68.25,30.5,1.892,0.066
68.25,30.75,1.914,0.071
68.25,31,1.884,0.075
68.25,31.5,2.211,0.176
68.25,31.75,2.19,0.175
68.25,32,2.18,0.177
68.25,32.25,2.08,0.145
68.25,32.5,2.265,0.12
68.25,32.75,2.172,0.103
68.25,33,1.988,0.072
68.25,33.25,1.83,0.037
68.25,33.5,1.383,0.02
68.25,33.75,1.661,0.015
68.25,34,1.578,0.016
68.25,34.25,1.425,0.019
68.25,35.75,0.676,0.01
68.25,36,1.098,0.006
68.25,36.25,1.717,0.006
68.25,36.5,1.6,0.01
68.25,36.75,2.114,0.039
68.25,37,2.038,0.105
68.25,37.25,0.701,0.059
68.25,44.25,0.023,0.209
68.25,44.5,0,0.315
68.25,44.75,0,0.379
68.25,45,0,0.401
68.25,45.25,0,0.406
68.25,45.5,0,0.409
68.25,45.75,0,0.404
68.25,46,0.459,0.386
68.25,46.25,1.551,0.372
68.25,46.5,1.657,0.379
68.25,46.75,1.668,0.379
68.25,47,1.892,0.372
68.25,47.25,1.887,0.365
68.25,47.5,1.876,0.364
68.25,47.75,1.832,0.36
68.25,48,1.747,0.371
68.25,48.25,1.764,0.382
68.25,48.5,1.79,0.384
68.25,48.75,1.792,0.384
68.25,49,1.736,0.398
68.25,49.25,1.639,0.421
68.25,49.5,1.631,0.437
68.25,49.75,1.65,0.438
68.25,50,1.6,0.433
68.5,23.5,1.268,0.327
68.5,23.75,1.44,0.329
68.5,24.5,0.518,0.277
68.5,24.75,0.216,0.258
68.5,25,0.132,0.257
68.5,25.25,0.158,0.283
68.5,25.5,0.061,0.286
68.5,25.75,0.029,0.257
68.5,26,0.083,0.214
68.5,26.25,0.119,0.178
68.5,26.5,0.66,0.169
68.5,26.75,0.828,0.16
68.5,27,0.414,0.14
68.5,27.25,0.34,0.115
68.5,27.5,0.164,0.098
68.5,27.75,0.267,0.086
68.5,28,0.235,0.079
68.5,28.25,0.122,0.071
68.5,28.5,0.236,0.069
68.5,28.75,0.331,0.06
68.5,29,1.076,0.042
68.5,29.25,1.372,0.024
68.5,29.5,1.442,0.014
68.5,29.75,1.487,0.013
68.5,30,1.472,0.016
68.5,30.25,1.966,0.031
68.5,30.5,1.845,0.083
68.5,30.75,2.032,0.083
68.5,31,1.999,0.069
68.5,31.25,2.061,0.084
68.5,31.5,2.107,0.111
68.5,31.75,2.165,0.139
68.5,32,2.167,0.158
68.5,32.25,2.164,0.128
68.5,32.5,2.189,0.086
68.5,33,1.97,0.071
68.5,33.25,1.97,0.041
68.5,33.5,1.308,0.036
68.5,33.75,1.835,0.019
68.5,34,1.507,0.01
68.5,34.25,1.526,0.012
68.5,34.5,1.01,0.005
68.5,35,0.967,0.005
68.5,35.25,0.805,0.011
68.5,35.5,0.437,0.005
68.5,35.75,1.126,0.005
68.5,36,1.417,0.006
68.5,36.25,1.406,0.005
68.5,36.5,1.744,0.012
68.5,36.75,1.888,0.038
68.5,37,1.366,0.091
68.5,37.25,1.073,0.057
68.5,37.5,0.501,0.027
68.5,44.25,0,0.214
68.5,44.5,0,0.328
68.5,44.75,0,0.383
68.5,45,0,0.406
68.5,45.25,0,0.404
68.5,45.5,0,0.403
68.5,45.75,0,0.393
68.5,46,0.242,0.376
68.5,46.25,1.523,0.362
68.5,46.5,1.676,0.374
68.5,46.75,1.872,0.377
68.5,47,1.895,0.371
68.5,47.25,1.884,0.367
68.5,47.5,1.769,0.364
68.5,47.75,1.834,0.364
68.5,48,1.767,0.373
68.5,48.25,1.779,0.389
68.5,48.5,1.803,0.391
68.5,48.75,1.754,0.387
68.5,49,1.643,0.396
68.5,49.25,1.644,0.408
68.5,49.5,1.638,0.422
68.5,49.75,1.671,0.431
68.5,50,1.594,0.424
68.75,23.25,1.879,0.302
68.75,23.5,1.803,0.309
68.75,23.75,1.227,0.312
68.75,24.5,0.468,0.278
68.75,24.75,0.105,0.247
