lon,lat,cap_mid,annual_cf
-6.25,18.5,2.638,0.37
-6.25,18.75,2.634,0.364
-6.25,19,2.63,0.36
-6.25,19.25,2.626,0.351
-6.25,19.5,2.622,0.341
-6.25,19.75,2.618,0.333
-6.25,20,2.614,0.329
-6.25,20.25,2.61,0.326
-6.25,20.5,2.606,0.324
-6.25,20.75,2.602,0.325
-6.25,21,2.597,0.331
-6.25,21.25,2.593,0.338
-6.25,21.5,2.588,0.342
-6.25,21.75,2.584,0.35
-6.25,22,2.579,0.357
-6.25,22.25,2.575,0.354
-6.25,22.5,2.57,0.348
-6.25,22.75,2.566,0.346
-6.25,23,2.561,0.345
-6.25,23.25,2.556,0.346
-6.25,23.5,2.551,0.354
-6.25,23.75,2.546,0.348
-6.25,24,2.541,0.347
-6.25,24.25,2.536,0.36
-6.25,24.5,2.531,0.37
-6.25,24.75,2.526,0.382
-6.25,25,2.521,0.383
-6.25,25.25,2.516,0.377
-6.25,25.5,2.511,0.366
-6.25,25.75,2.506,0.357
-6.25,26,2.5,0.352
-6.25,26.25,2.495,0.357
-6.25,26.5,2.49,0.365
-6.25,26.75,2.484,0.363
-6.25,27,2.479,0.357
-6.25,27.25,2.473,0.35
-6.25,27.5,2.468,0.346
-6.25,27.75,2.457,0.34
-6.25,28,2.456,0.331
-6.25,28.25,2.451,0.324
-6.25,28.5,2.432,0.316
-6.25,28.75,2.438,0.315
-6.25,29,2.431,0.317
-6.25,29.25,2.427,0.299
-6.25,29.5,2.314,0.241
-6.25,29.75,0.001,0.165
-6.25,30,0,0.122
-6.25,30.25,0,0.128
-6.25,30.5,0,0.088
-6.25,30.75,0,0.059
-6,18.5,2.638,0.364
-6,18.75,2.634,0.36
-6,19,2.63,0.357
-6,19.25,2.626,0.35
-6,19.5,2.622,0.342
-6,19.75,2.618,0.335
-6,20,2.614,0.328
-6,20.25,2.61,0.322
-6,20.5,2.606,0.321
-6,20.75,2.602,0.324
-6,21,2.597,0.331
-6,21.25,2.593,0.334
-6,21.5,2.588,0.336
-6,21.75,2.584,0.352
-6,22,2.579,0.361
-6,22.25,2.575,0.357
-6,22.5,2.57,0.348
-6,22.75,2.566,0.344
-6,23,2.561,0.346
-6,23.25,2.556,0.349
-6,23.5,2.551,0.357
-6,23.75,2.546,0.357
-6,24,2.541,0.349
-6,24.25,2.536,0.353
-6,24.5,2.531,0.367
-6,24.75,2.526,0.39
-6,25,2.521,0.396
-6,25.25,2.516,0.379
-6,25.5,2.511,0.357
-6,25.75,2.506,0.35
-6,26,2.5,0.358
-6,26.25,2.495,0.363
-6,26.5,2.49,0.367
-6,26.75,2.484,0.368
-6,27,2.479,0.365
-6,27.25,2.473,0.358
-6,27.5,2.468,0.351
-6,27.75,2.462,0.346
-6,28,2.456,0.338
-6,28.25,2.451,0.324
-6,28.5,2.442,0.316
-6,28.75,2.439,0.312
-6,29,2.432,0.322
-6,29.25,2.427,0.313
-6,29.5,2.409,0.268
-6,29.75,0.195,0.189
-6,30,0,0.13
-6,30.25,0,0.105
-6,30.5,0,0.066
-6,30.75,0,0.06
-5.75,18.25,2.642,0.365
-5.75,18.5,2.638,0.361
-5.75,18.75,2.634,0.356
-5.75,19,2.63,0.354
-5.75,19.25,2.626,0.348
-5.75,19.5,2.622,0.34
-5.75,19.75,2.618,0.333
-5.75,20,2.614,0.325
-5.75,20.25,2.61,0.321
-5.75,20.5,2.606,0.318
-5.75,20.75,2.602,0.322
-5.75,21,2.597,0.327
-5.75,21.25,2.593,0.326
-5.75,21.5,2.588,0.328
-5.75,21.75,2.584,0.345
-5.75,22,2.579,0.36
-5.75,22.25,2.575,0.354
-5.75,22.5,2.57,0.347
-5.75,22.75,2.566,0.346
-5.75,23,2.561,0.35
-5.75,23.25,2.556,0.356
-5.75,23.5,2.551,0.359
-5.75,23.75,2.546,0.358
-5.75,24,2.541,0.346
-5.75,24.25,2.536,0.334
-5.75,24.5,2.531,0.336
-5.75,24.75,2.526,0.364
-5.75,25,2.521,0.392
-5.75,25.25,2.516,0.386
-5.75,25.5,2.511,0.377
-5.75,25.75,2.506,0.375
-5.75,26,2.5,0.378
-5.75,26.25,2.495,0.373
-5.75,26.5,2.49,0.369
-5.75,26.75,2.484,0.37
-5.75,27,2.478,0.365
-5.75,27.25,2.473,0.358
-5.75,27.5,2.467,0.352
-5.75,27.75,2.462,0.352
-5.75,28,2.456,0.346
-5.75,28.25,2.451,0.327
-5.75,28.5,2.445,0.317
-5.75,28.75,2.439,0.312
-5.75,29,2.429,0.319
-5.75,29.25,2.427,0.318
-5.75,29.5,2.207,0.273
-5.75,29.75,0.388,0.217
-5.75,30,0,0.154
-5.75,30.25,0,0.113
-5.75,30.5,0,0.073
-5.75,30.75,0,0.077
-5.75,31,0,0.063
-5.5,18.25,2.642,0.361
-5.5,18.5,2.638,0.356
-5.5,18.75,2.634,0.354
-5.5,19,2.63,0.351
-5.5,19.25,2.626,0.347
-5.5,19.5,2.622,0.34
-5.5,19.75,2.618,0.332
-5.5,20,2.614,0.326
-5.5,20.25,2.61,0.319
-5.5,20.5,2.606,0.319
-5.5,20.75,2.602,0.321
-5.5,21,2.597,0.327
-5.5,21.25,2.593,0.326
-5.5,21.5,2.588,0.332
-5.5,21.75,2.584,0.349
-5.5,22,2.579,0.359
-5.5,22.25,2.575,0.35
-5.5,22.5,2.57,0.339
-5.5,22.75,2.566,0.342
-5.5,23,2.561,0.35
-5.5,23.25,2.556,0.355
-5.5,23.5,2.551,0.357
-5.5,23.75,2.546,0.358
-5.5,24,2.541,0.348
-5.5,24.25,2.536,0.325
-5.5,24.5,2.531,0.318
-5.5,24.75,2.526,0.349
-5.5,25,2.521,0.376
-5.5,25.25,2.516,0.392
-5.5,25.5,2.511,0.388
-5.5,25.75,2.506,0.395
-5.5,26,2.5,0.395
-5.5,26.25,2.495,0.39
-5.5,26.5,2.49,0.383
-5.5,26.75,2.484,0.379
-5.5,27,2.479,0.368
-5.5,27.25,2.472,0.357
-5.5,27.5,2.467,0.352
-5.5,27.75,2.462,0.353
-5.5,28,2.456,0.348
-5.5,28.25,2.451,0.331
-5.5,28.5,2.445,0.322
-5.5,28.75,2.439,0.313
-5.5,29,2.433,0.314
-5.5,29.25,2.427,0.311
-5.5,29.5,2.421,0.297
-5.5,29.75,2.368,0.236
-5.5,30,0.775,0.191
-5.5,30.25,0,0.142
-5.5,30.5,0,0.102
-5.5,30.75,0,0.101
-5.5,31,0,0.081
-5.25,18.25,2.642,0.361
-5.25,18.5,2.638,0.353
-5.25,18.75,2.634,0.349
-5.25,19,2.63,0.348
-5.25,19.25,2.626,0.345
-5.25,19.5,2.622,0.339
-5.25,19.75,2.618,0.334
-5.25,20,2.614,0.327
-5.25,20.25,2.61,0.322
-5.25,20.5,2.606,0.319
-5.25,20.75,2.602,0.324
-5.25,21,2.597,0.331
-5.25,21.25,2.593,0.338
-5.25,21.5,2.588,0.347
-5.25,21.75,2.584,0.363
-5.25,22,2.579,0.361
-5.25,22.25,2.575,0.348
-5.25,22.5,2.57,0.336
-5.25,22.75,2.566,0.339
-5.25,23,2.561,0.347
-5.25,23.25,2.556,0.357
-5.25,23.5,2.551,0.356
-5.25,23.75,2.546,0.361
-5.25,24,2.541,0.357
-5.25,24.25,2.536,0.331
-5.25,24.5,2.531,0.321
-5.25,24.75,2.526,0.344
-5.25,25,2.521,0.369
-5.25,25.25,2.516,0.382
-5.25,25.5,2.511,0.398
-5.25,25.75,2.506,0.405
-5.25,26,2.5,0.405
-5.25,26.25,2.495,0.399
-5.25,26.5,2.49,0.391
-5.25,26.75,2.484,0.386
-5.25,27,2.479,0.373
-5.25,27.25,2.472,0.36
-5.25,27.5,2.467,0.351
-5.25,27.75,2.462,0.352
-5.25,28,2.456,0.35
-5.25,28.25,2.451,0.334
-5.25,28.5,2.445,0.327
-5.25,28.75,2.439,0.317
-5.25,29,2.433,0.313
-5.25,29.25,2.427,0.312
-5.25,29.5,2.421,0.299
-5.25,29.75,2.415,0.277
-5.25,30,2.367,0.232
-5.25,30.25,0.521,0.19
-5.25,30.5,0,0.14
-5.25,30.75,0,0.12
-5.25,31,0,0.098
-5.25,31.25,0,0.063
-5.25,31.75,0,0.031
-5,18.25,2.642,0.361
-5,18.5,2.638,0.351
-5,18.75,2.634,0.346
-5,19,2.63,0.343
-5,19.25,2.626,0.342
-5,19.5,2.622,0.338
-5,19.75,2.618,0.334
-5,20,2.614,0.328
-5,20.25,2.61,0.323
-5,20.5,2.606,0.323
-5,20.75,2.602,0.328
-5,21,2.597,0.34
-5,21.25,2.593,0.349
-5,21.5,2.588,0.364
-5,21.75,2.584,0.38
-5,22,2.579,0.368
-5,22.25,2.575,0.343
-5,22.5,2.57,0.33
-5,22.75,2.566,0.339
-5,23,2.561,0.356
-5,23.25,2.556,0.364
-5,23.5,2.551,0.361
-5,23.75,2.546,0.365
-5,24,2.541,0.365
-5,24.25,2.536,0.347
-5,24.5,2.531,0.332
-5,24.75,2.526,0.342
-5,25,2.521,0.362
-5,25.25,2.516,0.387
-5,25.5,2.511,0.402
-5,25.75,2.506,0.412
-5,26,2.5,0.409
-5,26.25,2.495,0.402
-5,26.5,2.489,0.397
-5,26.75,2.48,0.389
-5,27,2.479,0.38
-5,27.25,2.472,0.364
-5,27.5,2.462,0.357
-5,27.75,2.461,0.356
-5,28,2.455,0.354
-5,28.25,2.451,0.342
-5,28.5,2.445,0.331
-5,28.75,2.439,0.321
-5,29,2.433,0.319
-5,29.25,2.427,0.32
-5,29.5,2.421,0.316
-5,29.75,2.415,0.299
-5,30,2.409,0.272
-5,30.25,1.845,0.244
-5,30.5,0.004,0.189
-5,30.75,0,0.145
-5,31,0,0.132
-5,31.25,0,0.083
-5,31.5,0,0.057
-5,31.75,0,0.037
-4.75,18,2.646,0.366
-4.75,18.25,2.642,0.358
-4.75,18.5,2.638,0.348
-4.75,18.75,2.634,0.342
-4.75,19,2.63,0.34
-4.75,19.25,2.626,0.34
-4.75,19.5,2.622,0.337
-4.75,19.75,2.618,0.335
-4.75,20,2.614,0.329
-4.75,20.25,2.61,0.327
-4.75,20.5,2.606,0.326
-4.75,20.75,2.602,0.33
-4.75,21,2.597,0.339
-4.75,21.25,2.593,0.35
-4.75,21.5,2.588,0.366
-4.75,21.75,2.584,0.376
-4.75,22,2.579,0.353
-4.75,22.25,2.575,0.33
-4.75,22.5,2.57,0.324
-4.75,22.75,2.566,0.338
-4.75,23,2.561,0.36
-4.75,23.25,2.556,0.373
-4.75,23.5,2.551,0.366
-4.75,23.75,2.546,0.369
-4.75,24,2.541,0.373
-4.75,24.25,2.536,0.356
-4.75,24.5,2.531,0.345
-4.75,24.75,2.526,0.347
-4.75,25,2.521,0.368
-4.75,25.25,2.516,0.392
-4.75,25.5,2.511,0.411
-4.75,25.75,2.506,0.417
-4.75,26,2.5,0.41
-4.75,26.25,2.495,0.402
-4.75,26.5,2.49,0.398
-4.75,26.75,2.484,0.398
-4.75,27,2.478,0.386
-4.75,27.25,2.473,0.372
-4.75,27.5,2.462,0.362
-4.75,27.75,2.46,0.363
-4.75,28,2.455,0.359
-4.75,28.25,2.451,0.351
-4.75,28.5,2.445,0.335
-4.75,28.75,2.439,0.323
-4.75,29,2.433,0.319
-4.75,29.25,2.427,0.317
-4.75,29.5,2.421,0.305
-4.75,29.75,2.415,0.283
-4.75,30,2.409,0.267
-4.75,30.25,2.403,0.256
-4.75,30.5,0.691,0.228
-4.75,30.75,0,0.173
-4.75,31,0,0.162
-4.75,31.25,0,0.136
-4.75,31.5,0,0.088
-4.75,31.75,0,0.055
-4.5,18,2.646,0.361
-4.5,18.25,2.642,0.353
-4.5,18.5,2.638,0.344
-4.5,18.75,2.634,0.339
-4.5,19,2.63,0.337
-4.5,19.25,2.626,0.338
-4.5,19.5,2.622,0.336
-4.5,19.75,2.618,0.336
-4.5,20,2.614,0.333
-4.5,20.25,2.61,0.33
-4.5,20.5,2.606,0.328
-4.5,20.75,2.602,0.33
-4.5,21,2.597,0.337
-4.5,21.25,2.593,0.348
-4.5,21.5,2.588,0.364
-4.5,21.75,2.584,0.365
-4.5,22,2.579,0.338
-4.5,22.25,2.575,0.316
-4.5,22.5,2.57,0.314
-4.5,22.75,2.566,0.335
-4.5,23,2.561,0.367
-4.5,23.25,2.556,0.38
-4.5,23.5,2.551,0.366
-4.5,23.75,2.546,0.372
-4.5,24,2.541,0.373
-4.5,24.25,2.536,0.361
-4.5,24.5,2.531,0.354
-4.5,24.75,2.526,0.354
-4.5,25,2.521,0.375
-4.5,25.25,2.476,0.408
-4.5,25.5,2.476,0.426
-4.5,25.75,2.506,0.414
-4.5,26,2.5,0.4
-4.5,26.25,2.495,0.395
-4.5,26.5,2.49,0.403
-4.5,26.75,2.484,0.406
-4.5,27,2.479,0.396
-4.5,27.25,2.473,0.38
-4.5,27.5,2.467,0.369
-4.5,27.75,2.455,0.366
-4.5,28,2.454,0.364
-4.5,28.25,2.449,0.359
-4.5,28.5,2.445,0.343
-4.5,28.75,2.439,0.331
-4.5,29,2.433,0.322
-4.5,29.25,2.416,0.317
-4.5,29.5,2.421,0.302
-4.5,29.75,2.415,0.282
-4.5,30,2.379,0.266
-4.5,30.25,2.403,0.262
-4.5,30.5,2.154,0.238
-4.5,30.75,0.133,0.196
-4.5,31,0,0.197
-4.5,31.25,0,0.174
-4.5,31.5,0,0.121
-4.5,31.75,0,0.073
-4.5,32,0,0.046
-4.25,18,2.646,0.352
-4.25,18.25,2.642,0.348
-4.25,18.5,2.638,0.34
-4.25,18.75,2.634,0.336
-4.25,19,2.63,0.334
-4.25,19.25,2.626,0.336
-4.25,19.5,2.622,0.336
-4.25,19.75,2.618,0.336
-4.25,20,2.614,0.335
-4.25,20.25,2.61,0.331
-4.25,20.5,2.606,0.33
-4.25,20.75,2.602,0.332
-4.25,21,2.597,0.339
-4.25,21.25,2.593,0.348
-4.25,21.5,2.588,0.36
-4.25,21.75,2.584,0.356
-4.25,22,2.579,0.33
-4.25,22.25,2.575,0.309
-4.25,22.5,2.57,0.306
-4.25,22.75,2.566,0.343
-4.25,23,2.561,0.377
-4.25,23.25,2.556,0.382
-4.25,23.5,2.551,0.361
-4.25,23.75,2.546,0.368
-4.25,24,2.541,0.364
-4.25,24.25,2.536,0.357
-4.25,24.5,2.531,0.355
-4.25,24.75,2.526,0.36
-4.25,25,2.521,0.378
-4.25,25.25,2.516,0.406
-4.25,25.5,2.511,0.417
-4.25,25.75,2.506,0.404
-4.25,26,2.5,0.399
-4.25,26.25,2.495,0.399
-4.25,26.5,2.487,0.408
-4.25,26.75,2.484,0.414
-4.25,27,2.479,0.411
-4.25,27.25,2.473,0.395
-4.25,27.5,2.468,0.378
-4.25,27.75,2.447,0.37
-4.25,28,2.448,0.366
-4.25,28.25,2.443,0.363
-4.25,28.5,2.445,0.35
-4.25,28.75,2.439,0.338
-4.25,29,2.429,0.326
-4.25,29.25,2.403,0.318
-4.25,29.5,2.421,0.316
-4.25,29.75,2.415,0.296
-4.25,30,2.405,0.287
-4.25,30.25,2.343,0.281
-4.25,30.5,2.327,0.262
-4.25,30.75,0.58,0.219
-4.25,31,0,0.21
-4.25,31.25,0,0.188
-4.25,31.5,0,0.161
-4.25,31.75,0,0.101
-4.25,32,0,0.067
-4,18,2.646,0.346
-4,18.25,2.642,0.341
-4,18.5,2.638,0.338
-4,18.75,2.634,0.333
-4,19,2.63,0.333
-4,19.25,2.626,0.335
-4,19.5,2.622,0.336
-4,19.75,2.618,0.338
-4,20,2.614,0.336
-4,20.25,2.61,0.333
-4,20.5,2.606,0.332
-4,20.75,2.602,0.336
-4,21,2.597,0.343
-4,21.25,2.593,0.348
-4,21.5,2.588,0.357
-4,21.75,2.584,0.351
-4,22,2.579,0.323
-4,22.25,2.575,0.301
-4,22.5,2.57,0.324
-4,22.75,2.566,0.358
-4,23,2.561,0.393
-4,23.25,2.556,0.38
-4,23.5,2.551,0.361
-4,23.75,2.546,0.371
-4,24,2.541,0.365
-4,24.25,2.536,0.358
-4,24.5,2.531,0.357
-4,24.75,2.526,0.359
-4,25,2.521,0.371
-4,25.25,2.516,0.393
-4,25.5,2.511,0.402
-4,25.75,2.506,0.399
-4,26,2.5,0.413
-4,26.25,2.495,0.417
-4,26.5,2.489,0.42
-4,26.75,2.484,0.426
-4,27,2.479,0.421
-4,27.25,2.473,0.404
-4,27.5,2.468,0.384
-4,27.75,2.447,0.374
-4,28,2.443,0.371
-4,28.25,2.448,0.364
-4,28.5,2.444,0.353
-4,28.75,2.438,0.343
-4,29,2.406,0.329
-4,29.25,2.405,0.324
-4,29.5,2.421,0.325
-4,29.75,2.415,0.327
-4,30,2.409,0.318
-4,30.25,2.4,0.315
-4,30.5,2.318,0.3
-4,30.75,1.543,0.263
-4,31,0.078,0.241
-4,31.25,0.085,0.234
-4,31.5,0.135,0.199
-4,31.75,0,0.157
-4,32,0,0.104
-3.75,18,2.464,0.34
-3.75,18.25,2.642,0.34
-3.75,18.5,2.638,0.334
-3.75,18.75,2.634,0.333
-3.75,19,2.63,0.333
-3.75,19.25,2.626,0.335
-3.75,19.5,2.622,0.338
-3.75,19.75,2.618,0.339
-3.75,20,2.614,0.339
-3.75,20.25,2.61,0.335
-3.75,20.5,2.606,0.338
-3.75,20.75,2.602,0.343
-3.75,21,2.597,0.346
-3.75,21.25,2.593,0.348
-3.75,21.5,2.588,0.355
-3.75,21.75,2.584,0.342
-3.75,22,2.579,0.311
-3.75,22.25,2.575,0.308
-3.75,22.5,2.57,0.333
-3.75,22.75,2.566,0.367
-3.75,23,2.561,0.386
-3.75,23.25,2.556,0.368
-3.75,23.5,2.551,0.369
-3.75,23.75,2.546,0.377
-3.75,24,2.541,0.369
-3.75,24.25,2.536,0.369
-3.75,24.5,2.531,0.365
-3.75,24.75,2.526,0.364
-3.75,25,2.521,0.373
-3.75,25.25,2.516,0.379
-3.75,25.5,2.511,0.387
-3.75,25.75,2.506,0.411
-3.75,26,2.5,0.426
-3.75,26.25,2.495,0.425
-3.75,26.5,2.49,0.42
-3.75,26.75,2.484,0.422
-3.75,27,2.479,0.416
-3.75,27.25,2.473,0.396
-3.75,27.5,2.467,0.384
-3.75,27.75,2.444,0.375
-3.75,28,2.443,0.377
-3.75,28.25,2.445,0.37
-3.75,28.5,2.444,0.359
-3.75,28.75,2.437,0.343
-3.75,29,2.411,0.315
-3.75,29.25,2.401,0.313
-3.75,29.5,2.421,0.328
-3.75,29.75,2.415,0.34
-3.75,30,2.409,0.342
-3.75,30.25,2.403,0.338
-3.75,30.5,2.394,0.329
-3.75,30.75,2.391,0.303
-3.75,31,1.75,0.28
-3.75,31.25,1.345,0.271
-3.75,31.5,1.965,0.252
-3.75,31.75,1.049,0.199
-3.75,32,0,0.144
-3.5,18,0.272,0.34
-3.5,18.25,2.642,0.336
-3.5,18.5,2.638,0.335
-3.5,18.75,2.634,0.332
-3.5,19,2.63,0.332
-3.5,19.25,2.626,0.334
-3.5,19.5,2.619,0.338
-3.5,19.75,2.618,0.342
-3.5,20,2.614,0.34
-3.5,20.25,2.61,0.342
-3.5,20.5,2.606,0.343
-3.5,20.75,2.602,0.346
-3.5,21,2.597,0.347
-3.5,21.25,2.593,0.347
-3.5,21.5,2.588,0.351
-3.5,21.75,2.584,0.329
-3.5,22,2.579,0.3
-3.5,22.25,2.575,0.31
-3.5,22.5,2.57,0.356
-3.5,22.75,2.566,0.38
-3.5,23,2.561,0.371
-3.5,23.25,2.556,0.369
-3.5,23.5,2.551,0.378
-3.5,23.75,2.546,0.38
-3.5,24,2.541,0.371
-3.5,24.25,2.536,0.373
-3.5,24.5,2.531,0.378
-3.5,24.75,2.526,0.374
-3.5,25,2.521,0.368
-3.5,25.25,2.516,0.371
-3.5,25.5,2.511,0.399
-3.5,25.75,2.506,0.43
-3.5,26,2.5,0.433
-3.5,26.25,2.495,0.421
-3.5,26.5,2.49,0.413
-3.5,26.75,2.484,0.41
-3.5,27,2.479,0.401
-3.5,27.25,2.473,0.39
-3.5,27.5,2.466,0.375
-3.5,27.75,2.445,0.373
-3.5,28,2.436,0.376
-3.5,28.25,2.444,0.372
-3.5,28.5,2.438,0.357
-3.5,28.75,2.438,0.339
-3.5,29,2.414,0.312
-3.5,29.25,2.427,0.311
-3.5,29.5,2.392,0.325
-3.5,29.75,2.415,0.335
-3.5,30,2.406,0.335
-3.5,30.25,2.402,0.329
-3.5,30.5,2.394,0.328
-3.5,30.75,2.379,0.323
-3.5,31,2.381,0.309
-3.5,31.25,2.375,0.308
-3.5,31.5,2.372,0.277
-3.5,31.75,1.98,0.209
-3.5,32,0.046,0.15
-3.25,18.25,2.642,0.336
-3.25,18.5,2.638,0.333
-3.25,18.75,2.634,0.333
-3.25,19,2.63,0.332
-3.25,19.25,2.626,0.334
-3.25,19.5,2.622,0.34
-3.25,19.75,2.618,0.344
-3.25,20,2.614,0.347
-3.25,20.25,2.61,0.347
-3.25,20.5,2.606,0.349
-3.25,20.75,2.602,0.349
-3.25,21,2.597,0.347
-3.25,21.25,2.593,0.346
-3.25,21.5,2.588,0.339
-3.25,21.75,2.584,0.31
-3.25,22,2.579,0.298
-3.25,22.25,2.575,0.331
-3.25,22.5,2.57,0.368
-3.25,22.75,2.566,0.373
-3.25,23,2.561,0.363
-3.25,23.25,2.556,0.367
-3.25,23.5,2.551,0.379
-3.25,23.75,2.546,0.374
-3.25,24,2.541,0.366
-3.25,24.25,2.536,0.377
-3.25,24.5,2.531,0.384
-3.25,24.75,2.526,0.382
-3.25,25,2.521,0.373
-3.25,25.25,2.516,0.381
-3.25,25.5,2.511,0.412
-3.25,25.75,2.506,0.442
-3.25,26,2.5,0.431
-3.25,26.25,2.495,0.414
-3.25,26.5,2.49,0.412
-3.25,26.75,2.484,0.404
-3.25,27,2.479,0.392
-3.25,27.25,2.473,0.379
-3.25,27.5,2.455,0.374
-3.25,27.75,2.442,0.373
-3.25,28,2.445,0.378
-3.25,28.25,2.443,0.373
-3.25,28.5,2.442,0.355
-3.25,28.75,2.438,0.33
-3.25,29,2.43,0.306
-3.25,29.25,2.416,0.313
-3.25,29.5,2.385,0.326
-3.25,29.75,2.414,0.331
-3.25,30,2.4,0.326
-3.25,30.25,2.403,0.316
-3.25,30.5,2.397,0.313
-3.25,30.75,2.355,0.308
-3.25,31,2.333,0.29
-3.25,31.25,2.286,0.27
-3.25,31.5,2.328,0.235
-3.25,31.75,2.328,0.194
-3.25,32,2.032,0.163
-3,18.25,2.642,0.334
-3,18.5,2.638,0.334
-3,18.75,2.634,0.333
-3,19,2.63,0.333
-3,19.25,2.626,0.335
-3,19.5,2.622,0.342
-3,19.75,2.618,0.349
-3,20,2.614,0.351
-3,20.25,2.61,0.353
-3,20.5,2.606,0.353
-3,20.75,2.602,0.352
-3,21,2.597,0.347
-3,21.25,2.593,0.344
-3,21.5,2.588,0.34
-3,21.75,2.584,0.325
-3,22,2.579,0.32
-3,22.25,2.575,0.333
-3,22.5,2.57,0.35
-3,22.75,2.566,0.355
-3,23,2.561,0.363
-3,23.25,2.556,0.371
-3,23.5,2.551,0.366
-3,23.75,2.546,0.358
-3,24,2.541,0.364
-3,24.25,2.536,0.378
-3,24.5,2.531,0.39
-3,24.75,2.526,0.391
-3,25,2.521,0.386
-3,25.25,2.516,0.394
-3,25.5,2.511,0.418
-3,25.75,2.506,0.434
-3,26,2.5,0.419
-3,26.25,2.495,0.413
-3,26.5,2.49,0.414
-3,26.75,2.484,0.403
-3,27,2.478,0.387
-3,27.25,2.46,0.376
-3,27.5,2.457,0.371
-3,27.75,2.447,0.374
-3,28,2.446,0.381
-3,28.25,2.443,0.376
-3,28.5,2.44,0.351
-3,28.75,2.438,0.322
-3,29,2.428,0.305
-3,29.25,2.401,0.31
-3,29.5,2.415,0.321
-3,29.75,2.405,0.324
-3,30,2.402,0.314
-3,30.25,2.398,0.305
-3,30.5,2.388,0.301
-3,30.75,2.381,0.28
-3,31,2.321,0.246
-3,31.25,2.253,0.231
-3,31.5,2.187,0.226
-3,31.75,2.271,0.192
-3,32,2.342,0.186
-3,32.25,2.285,0.175
-2.75,18.25,2.642,0.334
-2.75,18.5,2.638,0.332
-2.75,18.75,2.634,0.336
-2.75,19,2.63,0.337
-2.75,19.25,2.626,0.338
-2.75,19.5,2.622,0.344
-2.75,19.75,2.618,0.35
-2.75,20,2.614,0.355
-2.75,20.25,2.61,0.356
-2.75,20.5,2.606,0.356
-2.75,20.75,2.602,0.353
-2.75,21,2.597,0.344
-2.75,21.25,2.593,0.343
-2.75,21.5,2.588,0.347
-2.75,21.75,2.584,0.344
-2.75,22,2.579,0.343
-2.75,22.25,2.575,0.344
-2.75,22.5,2.57,0.346
-2.75,22.75,2.566,0.361
-2.75,23,2.561,0.373
-2.75,23.25,2.556,0.362
-2.75,23.5,2.551,0.34
-2.75,23.75,2.546,0.338
-2.75,24,2.541,0.36
-2.75,24.25,2.536,0.377
-2.75,24.5,2.531,0.394
-2.75,24.75,2.526,0.397
-2.75,25,2.521,0.399
-2.75,25.25,2.516,0.406
-2.75,25.5,2.511,0.414
-2.75,25.75,2.506,0.412
-2.75,26,2.5,0.402
-2.75,26.25,2.495,0.402
-2.75,26.5,2.49,0.396
-2.75,26.75,2.484,0.384
-2.75,27,2.479,0.373
-2.75,27.25,2.47,0.371
-2.75,27.5,2.452,0.371
-2.75,27.75,2.452,0.378
-2.75,28,2.453,0.386
-2.75,28.25,2.446,0.381
-2.75,28.5,2.442,0.351
-2.75,28.75,2.439,0.312
-2.75,29,2.401,0.3
-2.75,29.25,2.422,0.313
-2.75,29.5,2.411,0.32
-2.75,29.75,2.408,0.302
-2.75,30,2.385,0.291
-2.75,30.25,2.398,0.294
-2.75,30.5,2.397,0.285
-2.75,30.75,2.36,0.253
-2.75,31,2.268,0.218
-2.75,31.25,2.257,0.218
-2.75,31.5,2.357,0.209
-2.75,31.75,2.275,0.221
-2.75,32,2.304,0.206
-2.75,32.25,2.172,0.192
-2.5,18.25,2.642,0.333
-2.5,18.5,2.638,0.334
-2.5,18.75,2.634,0.338
-2.5,19,2.63,0.343
-2.5,19.25,2.626,0.343
-2.5,19.5,2.622,0.344
-2.5,19.75,2.618,0.348
-2.5,20,2.614,0.353
-2.5,20.25,2.61,0.356
-2.5,20.5,2.606,0.356
-2.5,20.75,2.602,0.352
-2.5,21,2.597,0.341
-2.5,21.25,2.593,0.337
-2.5,21.5,2.588,0.35
-2.5,21.75,2.584,0.357
-2.5,22,2.579,0.357
-2.5,22.25,2.575,0.357
-2.5,22.5,2.57,0.356
-2.5,22.75,2.566,0.359
-2.5,23,2.561,0.356
-2.5,23.25,2.556,0.332
-2.5,23.5,2.551,0.307
-2.5,23.75,2.546,0.317
-2.5,24,2.541,0.353
-2.5,24.25,2.536,0.38
-2.5,24.5,2.531,0.393
-2.5,24.75,2.526,0.402
-2.5,25,2.521,0.403
-2.5,25.25,2.516,0.405
-2.5,25.5,2.511,0.407
-2.5,25.75,2.506,0.398
-2.5,26,2.5,0.391
-2.5,26.25,2.495,0.389
-2.5,26.5,2.49,0.382
-2.5,26.75,2.484,0.372
-2.5,27,2.478,0.374
-2.5,27.25,2.471,0.372
-2.5,27.5,2.462,0.376
-2.5,27.75,2.457,0.382
-2.5,28,2.455,0.391
-2.5,28.25,2.445,0.385
-2.5,28.5,2.443,0.351
-2.5,28.75,2.436,0.315
-2.5,29,2.412,0.326
-2.5,29.25,2.422,0.329
-2.5,29.5,2.413,0.291
-2.5,29.75,2.384,0.26
-2.5,30,2.409,0.267
-2.5,30.25,2.403,0.282
-2.5,30.5,2.388,0.274
-2.5,30.75,2.385,0.242
-2.5,31,2.373,0.22
-2.5,31.25,2.362,0.222
-2.5,31.5,2.368,0.215
-2.5,31.75,2.346,0.217
