lon,lat,cap_mid,annual_cf,t2m_mean,t2m_max,t2m_min
39.75,29.5,0.206,0.248,23.14089554,46.76380535,-0.637337758
39.75,29.75,8.232,0.247,23.27171248,46.87779934,0.12805045
39.75,30,22.447,0.247,23.12390202,46.32614986,0.077160276
39.75,30.25,24.278,0.249,22.49267801,45.49969344,-1.282625157
39.75,30.5,24.578,0.248,22.28972935,45.56890408,-1.881093596
39.75,30.75,24.494,0.247,22.06806046,45.43658963,-2.265823307
39.75,31,24.451,0.245,21.80716305,45.16992512,-2.609840879
39.75,31.25,23.959,0.244,21.49809933,45.07425159,-3.159454752
39.75,31.5,23.895,0.243,21.14078635,44.59791957,-3.57268296
39.75,31.75,23.406,0.242,20.96334511,44.4309998,-3.918736139
39.75,32,23.335,0.24,20.83599338,44.49613922,-4.289216601
39.75,32.25,23.278,0.239,20.71420202,44.62438246,-4.70855163
39.75,32.5,22.581,0.239,20.64935413,44.88494015,-4.873435792
39.75,32.75,22.686,0.238,20.56686894,45.01521899,-5.414907236
39.75,33,22.207,0.237,20.58547885,45.1658539,-5.787423306
39.75,33.25,21.751,0.236,20.68171064,45.15567587,-6.239328045
39.75,33.5,21.432,0.236,20.73758323,45.20656604,-5.891239259
39.75,33.75,21.234,0.235,20.84258152,45.23302893,-5.695820994
39.75,34,21.511,0.235,21.07193908,45.15771148,-5.455619375
39.75,34.25,21.097,0.234,21.36050352,45.12921298,-5.229667005
39.75,34.5,21.009,0.232,21.68456037,45.44066084,-5.148242728
39.75,34.75,20.692,0.231,21.99400947,46.04320049,-5.015928277
39.75,35,20.472,0.23,22.14228411,46.36075517,-5.264272323
39.75,35.75,14.027,0.224,21.65389348,45.63200789,-6.003197641
40,9,1.959,0.233,27.38845962,39.00407171,13.68926386
40,9.25,0,0.234,28.67590546,40.42899656,15.1711857
40,9.5,0,0.236,27.06062934,38.76997691,13.95999958
40,9.75,0.007,0.237,25.94597835,37.69110524,13.06636813
40,10,0.886,0.238,24.84087367,36.37813876,11.50505761
40,10.25,0.613,0.24,22.92668406,34.37510154,10.42822154
40,10.5,0.39,0.239,23.11446625,35.05702986,10.08420397
40,10.75,0.393,0.237,23.48981279,35.90791356,9.972245591
40,11,0.531,0.237,22.69069895,34.81886385,9.23535588
40,11.25,0.02,0.236,23.25670034,34.97153437,10.15341461
40,11.5,2.611,0.233,24.51848372,36.78118893,11.08165137
40,11.75,8.624,0.23,26.44186601,39.35216049,11.96306917
40,12,11.901,0.229,27.02951797,39.98319864,12.10149045
40,12.25,12.097,0.23,27.39514579,40.11347749,13.33710386
40,12.5,11.96,0.23,27.4309309,40.12161992,13.40631449
40,12.75,11.633,0.232,26.20098238,38.49516997,12.61242779
40,13,14.649,0.236,25.26040544,36.88500489,12.86280744
40,13.25,11.507,0.236,25.66904983,37.42647633,13.71369114
40,13.5,8.787,0.236,26.20292251,38.11654708,14.51775588
40,13.75,10.547,0.235,26.62525278,38.51756165,14.92894848
40,14,15.846,0.235,26.7253259,38.32010778,15.1691501
40,14.25,14.131,0.233,27.26274791,39.18320512,15.42360096
40,14.5,19.447,0.229,29.94018144,42.68852026,16.87702432
40,14.75,16.47,0.229,30.52662417,43.42337437,17.04597969
40,15,2.295,0.23,30.27028393,41.05189229,18.2225605
40,15.75,0,0.236,29.16166491,34.69469183,22.93906177
40,20.5,22.238,0.241,30.39235569,45.79485645,13.7605101
40,20.75,6.277,0.24,30.29676837,45.88849437,12.89944836
40,21,5.263,0.24,29.74121638,44.16026408,11.78190016
40,21.5,7.933,0.242,29.1360386,44.23354593,8.349866863
40,21.75,5.363,0.242,28.87470528,44.61013321,6.534105477
40,22,7.725,0.246,27.90777298,44.13990801,6.979903395
40,22.25,11.611,0.248,26.7925781,43.09564165,7.000259465
40,22.5,12.397,0.25,25.7646441,42.18165414,5.581441431
40,22.75,16.288,0.251,25.30744062,42.07987379,5.137679119
40,23,14.687,0.251,25.58877939,42.75569529,5.019613916
40,23.25,15.343,0.251,25.80321913,43.68800327,3.478659466
40,23.5,20.81,0.251,25.94659478,44.07069737,2.615562125
40,23.75,23.666,0.25,26.17689599,43.8732435,2.291900622
40,24,22.803,0.249,27.08522927,44.66102338,3.910208136
40,24.25,27.24,0.248,27.481162,45.03150385,4.022166518
40,24.5,29.48,0.249,27.46512001,46.10630431,4.231834032
40,24.75,24.937,0.25,26.91842467,45.31445321,3.883745246
40,25,27.625,0.251,26.04627764,44.18469136,3.006398657
40,25.25,26.05,0.252,25.04496134,42.98979009,2.0211649
40,25.5,21.748,0.253,23.87052923,42.436105,0.327539929
40,25.75,15.062,0.253,23.2668223,42.01269876,-0.916215908
40,26,22.863,0.253,23.62018341,42.79233622,-0.411385388
40,26.25,27.393,0.255,23.33538684,42.82490593,-0.152863307
40,26.5,26.686,0.254,23.60162495,43.19131518,0.529065016
40,26.75,26.868,0.256,23.52373911,43.93431171,0.797765132
40,27,27.882,0.257,23.09113463,44.12972997,0.060875421
40,27.25,17.78,0.258,22.7320646,44.21522546,-0.737082498
40,27.5,0,0.258,22.43941482,44.32921945,-0.920287122
40,27.75,0,0.258,22.19308807,44.29257853,-0.816471169
40,28,0,0.258,22.07227628,44.33736188,-0.570162729
40,28.25,0,0.257,22.03586501,44.57552789,-0.635302151
40,28.5,0,0.255,22.09976764,45.06814477,-0.87550377
40,28.75,0,0.253,22.24308396,45.25134939,-0.739118105
40,29,0.175,0.251,22.59244361,45.67679124,-0.173219377
40,29.25,0.277,0.249,22.96628871,46.28747333,-0.087723886
40,29.5,0.051,0.248,23.13757447,46.67423864,-0.37067325
40,29.75,3.076,0.247,23.33096871,46.78416142,-0.116222383
40,30,22.798,0.246,23.46559616,46.58874315,-0.169148163
40,30.25,23.179,0.248,22.78042579,45.77042916,-0.651587007
40,30.5,23.538,0.248,22.28469317,45.44066084,-2.100939145
40,30.75,24.515,0.247,22.0923253,45.22081529,-2.373710474
40,31,24.451,0.246,21.77766158,45.10275009,-2.558950706
40,31.25,23.959,0.245,21.51685546,44.98264928,-2.996606197
40,31.5,23.895,0.244,21.25667551,44.86051286,-3.513650358
40,31.75,23.406,0.242,21.14669619,44.80148026,-3.926878566
40,32,23.341,0.24,21.10389839,44.91343864,-4.344177988
40,32.25,23.227,0.239,20.97061387,44.89715379,-4.76147741
40,32.5,22.781,0.239,20.88063444,44.8727265,-5.054604809
40,32.75,22.708,0.238,20.88739083,45.05389552,-5.589969433
40,33,20.76,0.237,20.96278777,45.24931379,-6.218971976
40,33.25,21.656,0.237,20.96048149,45.22895772,-6.595559259
40,33.5,19.155,0.236,21.10521514,45.51394269,-5.779280878
40,33.75,20.837,0.235,21.33264902,45.7236102,-5.29277082
40,34,21.526,0.234,21.54192467,45.67882685,-5.103459375
40,34.25,20.795,0.233,21.74016228,45.64218593,-4.983358566
40,34.5,20.735,0.232,21.9288179,45.8681383,-4.989465387
40,34.75,20.511,0.231,22.06202085,46.2813665,-5.030177526
40,35,20.446,0.229,22.37016826,47.14853506,-5.019999491
40.25,9,0.714,0.234,25.87648383,37.87430986,12.19716397
40.25,9.25,0.025,0.234,28.61468986,40.52059888,13.18239773
40.25,9.5,0,0.236,29.50739504,41.83152974,13.65669414
40.25,9.75,0,0.236,29.29592505,41.74399864,14.09027842
40.25,10,0,0.235,29.05389361,41.51601067,13.37781599
40.25,10.25,0,0.235,28.48573843,40.79337021,14.02717461
40.25,10.5,0,0.233,28.28334223,40.82390431,13.91318062
40.25,10.75,0,0.233,27.3683047,39.66157275,13.5854479
40.25,11,0,0.233,26.83993145,38.76387009,12.95848097
40.25,11.25,0,0.233,27.0313895,39.12620812,13.20886062
40.25,11.5,9.002,0.232,27.53656995,39.98116304,13.78290177
40.25,11.75,9.359,0.232,27.80939226,40.27021922,13.85821923
40.25,12,9.967,0.232,28.08750613,40.39846246,14.22666409
40.25,12.25,10.417,0.231,28.78136097,41.04171425,15.16100767
40.25,12.5,16.483,0.229,30.55521467,42.66816419,16.75285229
40.25,12.75,16.274,0.23,30.36017461,42.41371333,16.34980212
40.25,13,20.914,0.231,29.87035089,42.06562454,16.72028258
40.25,13.25,29.235,0.231,30.33439303,43.01421737,17.15997368
40.25,13.5,33.892,0.23,31.33329229,44.45135587,18.37726663
40.25,13.75,31.429,0.228,32.179553,45.58722454,19.09583588
40.25,14,34.335,0.228,32.27690061,45.89663679,19.11619195
40.25,14.25,37.123,0.227,32.21357757,46.23047633,18.59507657
40.25,14.5,37.805,0.227,32.25642126,46.75159171,19.00016235
40.25,14.75,8.211,0.231,31.43604107,45.27577668,18.75588952
40.25,15,0,0.237,28.99646813,35.82445368,21.04594732
40.25,20.25,24.175,0.241,30.11520308,42.25086477,16.73453183
40.25,20.5,15.467,0.237,30.66329187,46.34854153,12.89741276
40.25,20.75,3.648,0.236,29.14055452,44.72005598,10.83127172
40.25,21,1.52,0.239,27.14199985,41.88038431,8.510679811
40.25,21.25,3.441,0.245,24.41338833,38.5908435,5.367702702
40.25,21.5,9.102,0.246,25.13714184,40.45545945,4.364148483
40.25,21.75,6.694,0.247,26.36515209,42.52567171,3.80842779
40.25,22,13.747,0.249,26.1902141,42.41982015,4.221655997
40.25,22.25,17.754,0.251,25.63920956,41.98623587,4.134124899
40.25,22.5,17.222,0.25,25.69694325,42.23254431,3.368736691
40.25,22.75,17.473,0.252,25.30949662,42.37503679,2.933116807
40.25,23,16.794,0.251,25.47182631,42.71091194,3.110214611
40.25,23.25,17.172,0.251,25.84363394,43.85899425,2.745840969
40.25,23.5,25.145,0.251,26.21561771,44.20911864,2.24711727
40.25,23.75,21.574,0.25,26.74839958,44.09105344,3.305632876
40.25,24,25.092,0.249,27.57582838,45.00707656,4.062878656
40.25,24.25,29.888,0.249,27.73864009,46.45032188,4.034380159
40.25,24.5,28.942,0.249,27.58025068,46.2202983,4.046593801
40.25,24.75,28.583,0.25,27.14546553,45.56890408,3.169247212
40.25,25,26.584,0.25,26.51641849,45.43251841,2.509710565
40.25,25.25,25.449,0.251,25.4877953,44.7831598,1.886814842
40.25,25.5,27.996,0.252,24.51864293,43.64932674,0.852726519
40.25,25.75,27.986,0.252,24.13791584,43.19131518,-0.242430013
40.25,26,27.586,0.251,24.43338474,43.98927309,-0.619017296
40.25,26.25,27.357,0.252,24.15276807,44.01573598,0.286827791
40.25,26.5,27.86,0.251,24.26315016,44.26204442,0.86494016
40.25,26.75,27.327,0.253,24.07742374,44.41064373,1.13771149
40.25,27,26.12,0.255,23.5665098,44.5775635,0.121943629
40.25,27.25,12.266,0.256,23.13372572,44.66916581,-0.893824232
40.25,27.5,0,0.255,22.8443495,44.79740905,-1.097384926
40.25,27.75,0,0.256,22.53576897,44.92565228,-0.873468163
40.25,28,0,0.257,22.3118624,44.87679772,-0.407314174
40.25,28.25,0,0.256,22.18586867,44.82590755,-0.49688088
40.25,28.5,0.026,0.255,22.22164381,45.24117136,-0.965070475
40.25,28.75,0.332,0.253,22.32060249,45.48340859,-0.844969666
40.25,29,0.101,0.251,22.60802815,45.97806107,-0.122329203
40.25,29.25,0,0.249,22.91547153,46.38925367,0.087338311
40.25,29.5,0,0.248,23.06900853,46.55617344,0.024234496
40.25,29.75,3.871,0.247,23.32825457,46.73734246,0.162655768
40.25,30,22.319,0.245,23.69734065,46.95718801,-0.17118377
40.25,30.25,24.055,0.246,23.23735698,46.366862,-0.513165735
40.25,30.5,23.509,0.247,22.58313785,45.6930761,-2.157936139
40.25,30.75,24.397,0.247,22.31466136,45.43658963,-2.082618683
40.25,31,24.315,0.245,22.08601733,45.49969344,-2.36353244
40.25,31.25,23.959,0.244,21.81384458,45.26356304,-2.674980301
40.25,31.5,23.895,0.243,21.57177745,45.13124859,-3.106528971
40.25,31.75,23.406,0.241,21.47596233,45.10275009,-3.534006428
40.25,32,23.285,0.24,21.40619205,45.18417437,-4.044943769
40.25,32.25,23.261,0.239,21.22159953,45.07018038,-4.545703075
40.25,32.5,22.789,0.239,21.02122735,45.02336142,-5.410836023
40.25,32.75,22.681,0.238,21.04776278,45.13328419,-6.153832554
40.25,33,21.594,0.237,21.23774766,45.23099333,-6.347215213
40.25,33.25,22.132,0.236,21.24807285,45.46508812,-6.4021766
40.25,33.5,18.853,0.235,21.36134288,45.97195425,-5.67139371
40.25,33.75,20.817,0.234,21.61925502,46.20604905,-5.038319953
40.25,34,21.574,0.233,21.83889177,46.12055356,-4.844937294
40.25,34.25,20.971,0.233,22.01871461,46.08594824,-4.828652439
40.25,34.5,20.248,0.232,22.19198731,46.44828627,-4.76147741
40.25,34.75,19.44,0.23,22.36092298,46.91036905,-4.718729664
40.25,35,19.347,0.227,22.58960039,47.61061783,-4.500919722
40.5,9.25,0.967,0.236,26.06990241,38.07787055,11.49691519
40.5,9.5,0,0.238,27.95044402,39.82645691,12.37833299
40.5,9.75,0,0.238,28.29537789,39.89973876,12.44550802
40.5,10,0,0.236,28.54608731,40.31907379,12.70199449
40.5,10.25,0,0.234,29.37581567,41.32466362,14.47093692
40.5,10.5,0,0.234,29.68398719,41.32873483,14.8475242
40.5,10.75,0,0.234,29.32464949,41.15367263,14.74574386
40.5,11,0,0.233,29.95102711,41.95773737,15.55387981
40.5,11.25,0,0.233,30.02292223,42.36078755,16.35794455
40.5,11.5,0.528,0.234,29.0521588,41.42237275,15.71265715
40.5,11.75,5.103,0.234,28.42347305,40.44121021,14.96151819
40.5,12,27.198,0.234,29.24701742,40.97861044,15.78390339
40.5,12.25,21.572,0.232,30.14028804,42.00048512,16.51672189
40.5,12.5,22.557,0.229,30.95373595,42.76383772,16.94623495
40.5,12.75,23.803,0.228,31.27682876,43.23406292,18.03121345
40.5,13,20.612,0.228,31.94979499,44.58977714,18.30194917
40.5,13.25,39.013,0.229,33.01795632,46.19994223,19.09990709
40.5,13.5,37.985,0.228,33.60868185,46.9856865,19.64952096
40.5,13.75,34.468,0.226,33.69880172,47.26456465,19.93654154
40.5,14,37.082,0.226,33.37335837,47.22792373,19.76351495
40.5,14.25,36.493,0.229,32.47541586,46.50324766,19.27293368
40.5,14.5,25.692,0.229,31.5056853,45.89256558,18.72535541
40.5,14.75,13.859,0.234,30.751914,44.65695217,18.23477414
40.5,15,0.076,0.239,29.2309789,36.23768188,22.72125183
40.5,20,20.991,0.241,29.89720404,41.33891286,16.61239542
40.5,20.25,32.132,0.238,30.84067147,46.08187702,13.47145391
40.5,20.5,9.808,0.236,30.15275474,45.56483286,11.65162131
40.5,21.25,12.455,0.251,23.01903628,37.61782339,3.03082594
40.5,21.5,29.709,0.253,23.95893306,39.14249298,3.66186409
40.5,21.75,31.036,0.251,25.49959042,41.52008188,4.028273339
40.5,22,25.525,0.252,25.80141387,42.42185575,3.224208599
40.5,22.25,28.563,0.251,26.31478564,43.13228257,2.52599542
40.5,22.5,29.366,0.251,26.42590443,44.18672697,2.139230102
40.5,22.75,28.278,0.25,26.68918391,44.49206801,2.776375073
40.5,23,24.43,0.249,26.75198994,44.54092257,2.994185015
40.5,23.25,27.14,0.25,26.66944705,44.54702939,2.849656923
40.5,23.5,28.684,0.251,26.67323716,44.6080976,2.562636345
40.5,23.75,22.15,0.249,27.26013434,44.73226963,4.048629408
40.5,24,27.946,0.249,27.95912756,46.49306963,4.579922818
40.5,24.25,30.186,0.248,27.96788271,46.60909922,4.463893223
40.5,24.5,29.67,0.249,27.57820418,46.16126569,3.061360044
40.5,24.75,29.04,0.25,27.17112799,45.94142015,2.849656923
40.5,25,27.049,0.25,26.69330124,45.88035194,3.301561663
40.5,25.25,24.797,0.251,26.01130502,45.4284472,2.222689987
40.5,25.5,26.877,0.251,25.36453008,44.64270292,1.070536461
40.5,25.75,28.442,0.251,25.25517275,44.79537344,0.470032415
40.5,26,27.82,0.25,25.32810328,45.4874798,-0.362530822
40.5,26.25,27.53,0.251,24.93107163,45.47730176,0.284792184
40.5,26.5,27.766,0.251,24.52943531,45.06610916,0.512780161
40.5,26.75,26.489,0.253,24.16382997,44.70784234,0.327539929
40.5,27,24.031,0.255,23.75252845,44.60402639,0.036448138
40.5,27.25,8.4,0.255,23.3958801,44.70987795,-0.995604579
40.5,27.5,0,0.255,23.15950011,45.00707656,-1.229699376
40.5,27.75,0,0.254,22.91787121,45.23099333,-1.093313712
40.5,28,0,0.255,22.53635921,44.98061367,-0.743189319
40.5,28.25,0,0.255,22.40066506,44.94804396,-0.393064926
40.5,28.5,0.309,0.254,22.36943156,45.30223957,-0.979319723
40.5,28.75,0,0.253,22.43311612,45.58722454,-0.842934059
40.5,29,0,0.251,22.68819431,46.02080882,-0.163041342
40.5,29.25,0,0.249,22.89472382,46.25693922,0.162655768
40.5,29.5,0,0.248,23.05083893,46.41978778,0.115836808
40.5,29.75,3.988,0.247,23.25817189,46.49510523,0.240008831
40.5,30,25.134,0.246,23.5356165,46.66406061,0.23390201
40.5,30.25,24.849,0.247,23.21646629,46.34854153,-1.10756296
40.5,30.5,24.578,0.246,22.8635142,46.06559217,-2.221039954
40.5,30.75,24.479,0.246,22.6807522,45.90681483,-1.805776139
40.5,31,24.035,0.244,22.45867893,45.85796026,-2.082618683
40.5,31.25,23.956,0.243,22.15124991,45.71139656,-2.41645822
40.5,31.5,23.892,0.243,21.90367037,45.63200789,-2.756404578
40.5,31.75,23.406,0.241,21.76600527,45.45083887,-3.314160879
40.5,32,23.305,0.239,21.68764761,45.35109413,-3.833240647
40.5,32.25,23.219,0.239,21.53419682,45.16992512,-4.502955329
40.5,32.5,22.73,0.238,21.35097041,45.07425159,-5.252058682
40.5,32.75,22.571,0.238,21.33142891,45.18213876,-5.91770215
40.5,33,21.708,0.237,21.53360194,45.34295171,-6.107013595
40.5,33.25,22.06,0.236,21.51296385,45.72564581,-6.14976134
40.5,33.5,21.689,0.235,21.50939273,46.19587101,-5.553328508
40.5,33.75,19.748,0.234,21.76915647,46.45439309,-4.958931283
40.5,34,21.203,0.233,22.12483197,46.65591818,-4.783869086
40.5,34.25,20.513,0.232,22.30981567,46.70477275,-4.745192555
40.5,34.5,19.588,0.231,22.50153837,47.09357367,-4.515168971
40.5,34.75,19.387,0.228,22.69787039,47.48848142,-4.360462844
40.5,35,11.346,0.225,22.80262489,48.070665,-4.291252208
40.5,35.25,18.851,0.224,22.72881792,47.85285506,-4.769619838
40.5,36.5,14.824,0.218,20.68131691,45.08035841,-6.760443421
40.75,9.25,1.12,0.236,23.25316468,34.38935079,11.56409021
40.75,9.5,0.328,0.236,26.57096321,38.50534801,11.31778178
40.75,9.75,0,0.236,28.44085682,40.54706177,13.01547796
40.75,10,0,0.235,28.66393398,40.69566107,13.19868258
40.75,10.25,2.422,0.234,29.57742743,41.084462,14.69281808
40.75,10.5,5.257,0.234,29.00174068,40.54299055,14.15541784
40.75,10.75,2.847,0.234,29.12552269,40.77097853,14.5828953
40.75,11,0.359,0.234,30.12866464,41.92313205,15.5518442
40.75,11.25,0,0.233,30.42763699,42.38928604,15.97321484
40.75,11.5,0,0.234,30.03993846,42.1714761,16.00782016
40.75,11.75,0,0.234,29.84288712,41.81117367,15.67601623
40.75,12,2.391,0.233,30.30616567,42.13890639,15.9630368
40.75,12.25,26.836,0.233,30.20216433,42.05951772,16.2561642
40.75,12.5,27.302,0.233,30.21841512,41.71346454,16.88923796
40.75,12.75,20.737,0.229,31.84848299,43.99741552,18.46683333
40.75,13,34.279,0.227,32.82898785,45.41623356,19.23222154
40.75,13.25,29.505,0.226,33.64761538,46.51342569,19.95689761
40.75,13.5,33.879,0.226,33.98838442,47.03250546,19.84086802
40.75,13.75,37.396,0.228,33.41034528,46.42996581,19.1019427
40.75,14,28.72,0.229,32.38923673,45.43658963,18.65003796
40.75,14.25,19.252,0.229,31.17928601,44.52667333,18.41594316
40.75,14.5,11.521,0.231,30.41400394,44.01370038,18.32841206
40.75,14.75,25.144,0.234,30.3627803,41.84374338,20.14824466
40.75,19.75,23.582,0.239,29.87938344,40.4982072,16.32130362
40.75,20,29.614,0.236,31.03778654,45.42641159,14.57882409
40.75,20.25,14.883,0.235,30.62423482,46.39332489,12.26230339
40.75,20.5,8.092,0.239,27.25617483,42.12465714,9.473521892
40.75,21,4.868,0.251,22.78231818,37.12113529,2.884262241
40.75,21.25,21.989,0.255,23.60239247,38.94096789,2.14737253
40.75,21.5,33.051,0.257,24.51734542,39.69617807,3.604867096
40.75,21.75,32.537,0.255,25.4876201,41.33280604,4.370255304
40.75,22,32.48,0.255,25.98225196,42.65595055,3.627258772
40.75,22.25,32.423,0.253,26.43074039,44.15008604,2.576885593
40.75,22.5,31.902,0.252,26.75761937,44.38214523,2.660345478
40.75,22.75,29.832,0.251,27.06025322,44.76280373,3.405377616
40.75,23,29.871,0.251,27.06717114,44.68952188,3.38298594
40.75,23.25,30.557,0.251,26.97830892,44.93175911,3.218101778
40.75,23.5,29.705,0.25,27.01144755,44.73226963,3.163140391
40.75,23.75,25.708,0.249,27.47830302,44.98672049,4.252190102
40.75,24,26.698,0.249,27.84906111,46.35464835,4.148374148
40.75,24.25,30.407,0.249,27.72073143,46.00859517,4.347863627
40.75,24.5,29.859,0.251,27.40450277,45.98213228,3.871531605
40.75,24.75,29.155,0.251,26.96062088,45.61368743,3.460339004
40.75,25,25.001,0.251,26.41947642,45.29409714,2.870012992
40.75,25.25,26.955,0.252,25.80756866,45.12310616,1.937705016
40.75,25.5,29.063,0.252,25.33358023,44.7241272,1.033895536
40.75,25.75,24.792,0.251,25.36950114,45.22895772,0.622702935
40.75,26,25.059,0.25,25.40981352,45.8986724,-0.020548857
40.75,26.25,28.548,0.251,25.14600707,45.83149737,0.455783166
40.75,26.5,26.62,0.252,24.55875741,45.14549783,0.370287675
40.75,26.75,25.843,0.253,24.06119821,44.49206801,0.146370912
40.75,27,26.358,0.253,23.81023086,44.24983078,-0.419527816
40.75,27.25,4.761,0.254,23.57905437,44.54702939,-1.005782614
40.75,27.5,0,0.254,23.33417368,45.15974708,-1.579823769
40.75,27.75,0,0.254,23.0473093,45.38773506,-1.752850359
40.75,28,0,0.254,22.75301207,45.10275009,-1.044459145
40.75,28.25,0.279,0.254,22.62920411,45.08035841,-0.606803654
40.75,28.5,0.007,0.254,22.53002992,45.37755702,-0.887717411
40.75,28.75,0,0.252,22.60379193,45.70121853,-0.700441573
40.75,29,0,0.25,22.77470551,46.02284442,-0.203753481
40.75,29.25,0,0.249,22.98102624,46.38314685,0.123979236
40.75,29.5,0,0.248,23.23632504,46.49714084,0.431355883
40.75,29.75,3.988,0.247,23.44318826,46.6029924,0.514815767
40.75,30,25.131,0.246,23.52514647,46.65388257,-0.030726891
40.75,30.25,25.049,0.246,23.31901763,46.50731887,-1.398654752
40.75,30.5,24.509,0.245,23.20303508,46.5154613,-2.078547469
40.75,30.75,24.515,0.244,23.11384518,46.5439598,-1.708067006
40.75,31,24.032,0.243,22.93747087,46.49510523,-1.679568509
40.75,31.25,23.648,0.242,22.61860037,46.36075517,-2.031728509
40.75,31.5,23.807,0.242,22.32516499,46.06355656,-2.481597642
40.75,31.75,23.403,0.24,22.18638545,45.88238754,-2.927395561
40.75,32,23.302,0.239,22.04312243,45.78467841,-3.702961803
40.75,32.25,22.531,0.238,21.89816167,45.44066084,-4.384890127
40.75,32.5,22.398,0.238,21.74701021,45.25745622,-4.963002497
40.75,32.75,22.105,0.238,21.66753394,45.32259564,-5.579791398
40.75,33,21.797,0.237,21.81255796,45.7521087,-5.81795741
40.75,33.25,22.072,0.236,21.76590122,45.98416789,-5.862740762
40.75,33.5,21.883,0.235,21.74165307,46.39332489,-5.304984462
40.75,33.75,20.652,0.233,21.8891669,46.51139009,-5.003714635
40.75,34,21.464,0.232,22.24450963,46.71495078,-4.828652439
40.75,34.25,20.328,0.231,22.57838416,47.18110477,-4.490741688
40.75,34.5,17.911,0.229,22.81203888,47.69611332,-4.331964347
40.75,34.75,10.291,0.226,23.04341305,48.08084304,-4.13043926
40.75,35,19.641,0.225,22.92379379,48.46353714,-4.486670474
40.75,35.25,20.429,0.226,22.68975832,48.02791726,-5.221524578
40.75,35.5,19.931,0.225,22.33354727,47.60451101,-5.636788392
41,9.5,1.02,0.235,25.10293442,36.06465529,10.83941415
41,9.75,0.18,0.234,27.83885063,39.6778576,12.43532998
41,10,0,0.235,28.33370589,39.74096142,13.22107426
41,10.25,8.501,0.236,28.93912236,40.10126385,13.85821923
41,10.5,15.011,0.235,29.09405258,40.41474732,14.27755426
41,10.75,18.532,0.235,29.57897314,41.26766662,14.87195149
41,11,18.196,0.234,30.05358356,41.93941691,15.35439033
41,11.25,14.654,0.234,30.22808564,42.05951772,15.74929807
41,11.5,6.158,0.234,30.27129084,42.13076396,15.82054432
41,11.75,12.13,0.233,30.90432961,42.82490593,15.69433669
41,12,0,0.233,31.11079261,43.16688789,15.41749414
41,12.25,5.411,0.234,29.93357406,41.41015911,15.73912004
41,12.5,19.758,0.233,30.59053769,42.32618223,16.96251981
41,12.75,24.662,0.229,32.86853619,44.94397275,18.09431726
41,13,30.08,0.226,33.66943235,45.89663679,19.46224513
41,13.25,36.98,0.225,34.00504632,46.52767494,20.22559773
41,13.5,35.949,0.226,33.11392184,45.69511171,18.95334339
41,13.75,29.72,0.229,31.79059588,44.35568234,17.7808338
41,14,5.987,0.232,29.56437442,42.13890639,16.54318478
41,14.25,9.342,0.234,28.56292464,41.68700165,16.14624143
41,14.5,22.373,0.236,29.46335488,40.75062246,18.65614478
41,14.75,18.429,0.239,29.27093047,36.92164581,22.9472042
41,19.25,20.901,0.238,30.18944804,39.00000049,17.77879819
41,19.5,32.548,0.238,30.351603,41.38980304,16.17677553
41,19.75,28.666,0.235,30.50634157,42.88800974,15.88568374
41,20,10.42,0.233,30.40354643,45.0762872,13.51420166
41,20.25,4.709,0.237,28.00896633,42.24475795,10.40786548
41,20.5,2.874,0.242,24.77943305,38.53791772,6.493393338
41,20.75,3.666,0.25,22.27031507,36.50027518,2.151443744
41,21,20.749,0.254,23.03225846,37.5933961,2.823194033
41,21.25,30.14,0.257,24.63659574,40.45953067,2.713271258
41,21.5,32.986,0.257,25.2101711,41.36334015,3.885780853
41,21.75,32.288,0.257,25.7387455,42.30989737,4.494427327
41,22,31.626,0.256,26.21418787,43.30123795,3.743288368
41,22.25,32.423,0.255,26.40113046,43.82846015,3.58858224
41,22.5,31.788,0.254,26.72815035,44.43507101,3.23031542
41,22.75,30.488,0.252,27.04277977,44.67730824,3.631329986
41,23,23.376,0.251,27.18096861,44.77501737,4.14023172
41,23.25,31.207,0.252,26.99914562,44.30886338,4.311222703
41,23.5,30.959,0.251,27.02868903,44.38825205,3.869495998
41,23.75,28.432,0.25,27.35177698,45.13124859,3.889852067
41,24,29.156,0.249,27.6208159,45.64829275,3.596724668
41,24.25,30.417,0.25,27.49228855,45.71750338,3.751430795
41,24.5,29.681,0.252,26.96386663,45.32463124,3.268991952
41,24.75,28.899,0.253,26.50595124,44.97247124,2.756019004
41,25,29.418,0.253,26.14686499,45.00911217,2.141265709
41,25.25,28.368,0.253,25.6534011,44.91140304,1.288346403
41,25.5,28.378,0.252,25.54443843,44.97857807,0.974862935
41,25.75,20.129,0.25,25.64658539,45.53022754,0.73873253
41,26,26.875,0.25,25.56182335,46.0452361,0.095480739
41,26.25,28.282,0.251,25.18888807,45.69104049,0.335682357
41,26.5,27.073,0.252,24.64699254,45.01114778,-0.12436481
41,26.75,27.438,0.253,24.03921926,44.253902,-0.002228394
41,27,26.11,0.253,23.75797295,43.93431171,-0.368637643
41,27.25,3.499,0.253,23.68279246,44.19079818,-0.853112093
41,27.5,0,0.253,23.49312668,44.80962269,-1.388476717
41,27.75,0,0.253,23.16983527,45.32463124,-1.449544926
41,28,0,0.253,22.94784589,45.30834639,-1.174737989
41,28.25,0.279,0.253,22.84300356,45.44269645,-0.771687816
41,28.5,0,0.253,22.72315789,45.68289807,-0.75540296
