lon,lat,cap_mid,annual_cf,t2m_mean,t2m_max,t2m_min
-120,41.25,1.283,0.232,8.114553343,34.65194408,-20.85702145
-120,41.5,1.083,0.23,8.173079824,35.02853136,-23.80458029
-120,41.75,1.851,0.228,8.071342812,34.80868581,-23.20611185
-120,42,1.169,0.226,8.076355355,34.70079865,-21.25803602
-120,42.25,1.141,0.224,8.302610841,35.0692435,-21.24785798
-120,42.5,0.893,0.221,9.235048593,35.69621044,-20.92216087
-120,42.75,1.64,0.217,10.11392629,36.50434639,-17.54508897
-120,43,1.449,0.215,10.39133173,36.91146778,-14.57310284
-120,43.25,1.563,0.214,10.24329138,37.22902246,-12.88354908
-120,43.5,1.196,0.212,10.02277425,37.27584142,-11.78635695
-120,43.75,1.233,0.21,9.743564015,37.13945576,-13.26624319
-119.75,39,0.816,0.241,9.331261378,34.41784928,-13.61636758
-119.75,39.25,0.752,0.239,10.58050993,35.17509506,-13.33341822
-119.75,39.5,0.527,0.237,10.90533476,36.09315379,-12.2138344
-119.75,39.75,0.606,0.236,12.01039379,37.14352697,-9.683574981
-119.75,40,0.564,0.232,12.73357514,37.56896882,-9.758892437
-119.75,40.25,0.571,0.229,13.52037731,38.60712836,-8.156869779
-119.75,40.5,4.002,0.229,12.88295911,38.33232142,-10.75633984
-119.75,40.75,6.467,0.231,11.24136911,36.73436998,-15.14307278
-119.75,41,0.497,0.233,9.565098944,35.25448373,-20.2850159
-119.75,41.25,1.043,0.232,8.814386155,35.0692435,-20.59239255
-119.75,41.5,0.959,0.232,8.36123025,35.13234732,-22.49568503
-119.75,41.75,0.915,0.23,8.146991657,35.00410408,-22.09874168
-119.75,42,0.7,0.227,8.354229375,35.19748674,-21.40459972
-119.75,42.25,1.319,0.224,8.485589982,35.32165876,-20.6656744
-119.75,42.5,0.167,0.222,8.842353735,35.79391957,-19.75168688
-119.75,42.75,0.57,0.219,9.676973667,36.53080928,-18.02142099
-119.75,43,1.305,0.216,10.25692142,37.10688604,-14.27997544
-119.75,43.25,1.455,0.215,10.25030338,37.55879078,-11.67032735
-119.75,43.5,1.534,0.212,9.979846673,37.24327171,-11.05760966
-119.75,43.75,1.1,0.21,9.286563074,36.58169946,-14.31865197
-119.5,38.75,0.734,0.243,9.207941464,35.25041252,-16.36036573
-119.5,39,1.024,0.239,11.24338966,36.95014431,-12.87133544
-119.5,39.25,0.62,0.237,12.22229853,37.16184743,-9.435230935
-119.5,39.5,0.988,0.236,12.4412148,37.32266038,-11.42401891
-119.5,39.75,0.745,0.235,13.17715878,37.74606662,-9.380269547
-119.5,40,1.073,0.23,14.05934572,38.33028581,-8.506994172
-119.5,40.25,3.195,0.229,13.93456121,38.93282547,-7.808780993
-119.5,40.5,1.951,0.23,13.25632358,38.51552604,-11.10442862
-119.5,40.75,5.02,0.23,11.9818654,37.45904604,-15.10032504
-119.5,41,1.439,0.232,10.36401349,35.98933784,-20.68195925
-119.5,41.25,0.366,0.233,9.193920017,35.00410408,-21.05040411
-119.5,41.5,0.056,0.232,8.591708971,34.87586084,-19.72522399
-119.5,41.75,0.428,0.231,8.258733825,34.85346917,-19.01072596
-119.5,42,0.04,0.227,8.48226335,35.12013368,-20.76541914
-119.5,42.25,0.816,0.224,8.67244498,35.48450732,-20.65753197
-119.5,42.5,1.112,0.222,9.055532116,36.20714778,-19.64990654
-119.5,42.75,1.362,0.219,9.821953885,36.95421552,-19.34863671
-119.5,43,1.31,0.216,10.30682739,37.51604304,-14.52017706
-119.5,43.25,1.402,0.214,10.46972902,37.70128327,-11.31816735
-119.5,43.5,2.289,0.212,10.19837292,37.55879078,-10.7461618
-119.25,38.25,0.535,0.257,5.4735779,29.88862385,-20.03667186
-119.25,38.5,0.491,0.249,8.161981316,33.38376096,-17.64686931
-119.25,39,1.188,0.238,12.68182497,38.73537159,-12.13037452
-119.25,39.25,1.3,0.236,13.52734273,39.0590331,-12.22197683
-119.25,39.5,2.023,0.235,13.88031567,38.93893229,-10.59349128
-119.25,39.75,1.875,0.234,13.70883896,38.38728281,-10.12123047
-119.25,40,1.293,0.232,13.912795,38.13690315,-9.610293131
-119.25,40.25,0.976,0.232,13.24916096,37.95166292,-10.3064707
-119.25,40.5,2.066,0.231,12.94208186,38.18168651,-11.4199477
-119.25,40.75,1.575,0.231,12.91031699,38.37710477,-13.13189313
-119.25,41,0.174,0.231,11.78394341,37.3572657,-16.65145752
-119.25,41.25,0,0.23,10.27586897,35.89569992,-19.77611417
-119.25,41.5,0.181,0.231,8.970061189,34.89011009,-18.54050076
-119.25,41.75,0.385,0.231,7.98330652,34.62548119,-17.69979509
-119.25,42,0.002,0.227,8.377575126,35.32165876,-19.62955047
-119.25,42.25,0.397,0.223,8.832743928,36.1847561,-21.23767995
-119.25,42.5,1.124,0.219,9.768948386,37.37965737,-19.41581174
-119.25,42.75,2.943,0.216,10.40942625,38.07176373,-17.18071533
-119.25,43,1.491,0.215,10.67452326,38.12468951,-14.28608226
-119.25,43.25,1.222,0.214,10.7525785,38.27939564,-11.70493267
-119.25,43.5,1.318,0.213,10.13198211,37.60968096,-12.54156712
-17,21.5,32.941,0.271,22.07255901,37.31858917,11.06740212
-17,21.75,29.971,0.271,21.49136241,34.63973044,11.98138964
-17,22,21.77,0.272,19.89231715,27.79601992,14.27144744
-16.75,21,19.903,0.265,23.95752547,43.3460213,11.54984097
-16.75,21.25,33.116,0.266,24.53994589,45.55261922,9.56105299
-16.75,21.5,33.059,0.267,23.90054794,44.65288096,9.475557499
-16.75,21.75,32.537,0.268,23.14488471,42.34043148,9.583444666
-16.75,22,32.316,0.27,21.42287132,33.06009946,11.80429183
-16.75,22.25,31.286,0.271,20.02328356,28.61433391,13.9946049
-16.5,19.5,10.829,0.265,24.80283303,38.84529437,13.25771519
-16.5,20.75,0,0.264,25.34706543,42.92261506,11.56816143
-16.5,21,22.459,0.265,25.8845134,47.02232743,10.06588351
-16.5,21.25,33.116,0.264,25.62018692,48.53681899,9.646548481
-16.5,21.5,33.059,0.264,25.02070832,46.09001945,9.571231025
-16.5,21.75,32.335,0.265,24.45801225,44.79740905,9.062329291
-16.5,22,32.146,0.268,23.50623345,42.77808697,9.365634724
-16.5,22.25,32.419,0.268,21.74284676,32.77104327,12.0302442
-16.5,22.5,28.33,0.269,21.12714635,31.51507379,13.08265299
-16.25,19,25.09,0.264,25.00028296,39.04885506,13.07247495
-16.25,19.25,34.168,0.264,26.44494375,45.18417437,10.44857761
-16.25,19.5,17.567,0.262,26.64915934,46.12258916,10.50557461
-16.25,19.75,8.426,0.261,26.73158381,46.36075517,10.67452998
-16.25,20,1.873,0.263,25.71829557,41.17809992,12.22159126
-16.25,20.25,8.564,0.263,25.07470845,38.58677229,13.02972721
-16.25,20.5,3.912,0.262,25.70564811,40.78319217,12.35797692
-16.25,20.75,12.417,0.263,26.88580421,45.93938454,10.08216837
-16.25,21,28.777,0.262,26.82256066,47.57601252,10.07402594
-16.25,21.25,33.116,0.263,26.43421927,48.19076581,10.40582987
-16.25,21.5,33.051,0.262,26.09388127,48.13580442,9.980388019
-16.25,21.75,32.246,0.262,25.69350121,47.99941876,9.198714955
-16.25,22,32.294,0.263,25.13657269,46.74548489,8.775308713
-16.25,22.25,32.423,0.266,24.39072737,44.66305899,9.086756574
-16.25,22.5,31.902,0.266,23.68207615,43.16688789,10.151379
-16.25,22.75,31.762,0.266,22.91238012,40.84018916,11.07961576
-16.25,23,27.991,0.268,21.30629714,35.61478616,12.67756721
-16.25,23.25,17.273,0.269,20.00924728,30.72932951,13.82361391
-16,18,25.709,0.261,25.92663522,39.86106223,12.95440975
-16,18.25,30.925,0.261,26.02615308,39.81424327,12.57578686
-16,18.75,34.929,0.262,27.15304228,45.08035841,10.37326016
-16,19.25,34.941,0.263,27.39844855,46.9856865,9.917284204
-16,19.5,34.293,0.263,27.25675233,46.6029924,10.34069045
-16,19.75,34.384,0.263,27.30854003,46.26508165,9.882678886
-16,20,33.495,0.263,27.11934677,45.67475564,9.870465244
-16,20.25,33.313,0.263,27.16907755,45.51394269,9.738150793
-16,20.5,33.75,0.262,27.42376479,45.68493367,9.652655302
-16,20.75,33.695,0.261,27.51038608,46.37296882,9.876572065
-16,21,33.172,0.261,27.38839334,47.29509876,10.30608513
-16,21.25,33.116,0.26,27.23394931,48.18058778,10.3264412
-16,21.5,33.059,0.26,27.03587715,48.47167957,9.7401864
-16,21.75,32.537,0.261,26.49842548,47.97295587,9.575302239
-16,22,32.48,0.262,25.95621316,47.59229737,9.263854377
-16,22.25,32.423,0.263,25.29095693,46.99790015,8.905587557
-16,22.5,31.902,0.264,24.6519819,46.05541413,9.094899002
-16,22.75,31.844,0.265,23.911192,43.60250778,9.632299233
-16,23,31.774,0.267,22.56159017,38.30789414,10.75798987
-16,23.25,31.02,0.268,21.84734682,37.75624466,11.29131889
-16,23.5,28.469,0.267,21.31792587,34.73336836,12.25212536
-15.75,18.75,34.895,0.261,27.93172195,46.11851795,10.24094571
-15.75,19.25,34.963,0.261,27.98957569,46.64166893,10.40379426
-15.75,19.5,34.416,0.262,27.73476261,46.14090963,10.62363981
-15.75,19.75,34.384,0.261,27.78293887,46.19383541,10.2694442
-15.75,20,34.329,0.261,27.76675019,45.84778223,9.723901545
-15.75,20.25,33.805,0.261,27.74261861,45.8681383,9.280139233
-15.75,20.5,33.75,0.261,27.75116148,45.78671402,9.357492296
-15.75,20.75,33.695,0.261,27.75226063,45.75414431,9.721865938
-15.75,21,33.172,0.261,27.68624708,47.08339564,9.848073568
-15.75,21.25,33.116,0.261,27.54671068,47.7490391,10.13305854
-15.75,21.5,33.059,0.259,27.50198062,47.91392327,9.964103163
-15.75,21.75,32.16,0.259,27.1481456,47.84878384,9.626192412
-15.75,22,31.614,0.261,26.55222237,47.49865945,9.337136227
-15.75,22.25,32.419,0.262,25.86175673,46.8085887,9.316780158
-15.75,22.5,31.902,0.264,25.0788566,46.21826269,9.286246054
-15.75,22.75,31.844,0.265,24.40257116,45.18010315,9.25571195
-15.75,23,31.786,0.265,23.84232017,46.0757702,9.098970216
-15.75,23.25,31.267,0.266,23.16519444,42.16129807,9.567159811
-15.75,23.5,31.208,0.266,22.57172278,41.31448558,10.0333138
-15.75,23.75,30.224,0.268,21.27215715,33.62396258,11.68419102
-15.75,24,27.063,0.267,20.63438927,31.44179194,12.88519912
-61.25,14.75,0.148,0.247,26.60822566,29.95376327,22.97163148
-59.75,13.25,0.688,0.248,26.71810997,29.26572813,23.83676443
-15.5,19.5,34.429,0.26,28.38681521,46.84726523,10.31829877
-15.5,19.75,34.384,0.26,28.24254017,46.54192419,10.08420397
-15.5,20,34.329,0.259,28.23342073,45.93734893,9.974281198
-15.5,20.25,33.805,0.259,28.09500409,45.53226315,9.567159811
-15.5,20.5,33.75,0.26,27.96905277,45.82946176,9.265889984
-15.5,20.75,33.662,0.26,27.98588685,46.24065437,9.365634724
-15.5,21,33.172,0.261,27.96530367,46.98975772,9.554946169
-15.5,21.25,33.071,0.26,27.84931208,47.64522315,9.864358423
-15.5,21.5,33.059,0.26,27.77040427,47.94038616,9.896928134
-15.5,21.75,32.537,0.259,27.54058671,47.87117552,9.681153799
-15.5,22,31.731,0.259,27.0196354,47.50883749,9.410418077
-15.5,22.25,31.254,0.26,26.38765361,46.98772211,8.842483742
-15.5,22.5,31.725,0.262,25.61865651,46.24879679,9.103041429
-15.5,22.75,31.844,0.263,24.91163951,45.52208512,8.968691372
-15.5,23,31.786,0.264,24.28520581,45.85388905,8.875053453
-15.5,23.25,31.267,0.264,23.77346317,46.56228026,8.889302701
-15.5,23.5,31.208,0.265,23.23747308,44.83608558,9.149860389
-15.5,23.75,30.687,0.267,22.65954355,42.26104281,9.08268536
-15.5,24,30.257,0.265,22.08651395,39.98726986,9.978352412
-15.5,24.25,28.256,0.267,20.31405671,32.79750616,12.76102709
-15.25,19.25,29.932,0.258,29.20920551,46.44828627,10.95137253
-15.25,19.5,22.828,0.259,28.93253376,46.74752049,10.53814432
-15.25,19.75,33.783,0.261,28.44839672,46.47882038,10.02924259
-15.25,20,34.329,0.26,28.39416531,46.1327672,9.803290215
-15.25,20.25,33.805,0.259,28.36891582,45.63200789,9.554946169
-15.25,20.5,33.592,0.259,28.25080148,46.00045275,9.23535588
-15.25,20.75,33.682,0.261,28.13792495,47.05082593,9.039937614
-15.25,21,33.159,0.26,28.14104742,47.16685552,9.314744551
-15.25,21.25,32.987,0.26,28.08012034,47.54954963,9.609907556
-15.25,21.5,33.059,0.26,27.90657929,47.89763841,9.703545475
-15.25,21.75,32.537,0.26,27.69004461,47.74089668,9.603800736
-15.25,22,31.783,0.258,27.33085407,47.41519957,9.320851372
-15.25,22.25,32.247,0.259,26.72314221,46.93886754,8.989047441
-15.25,22.5,31.843,0.261,26.08616386,46.39943171,8.899480736
-15.25,22.75,31.844,0.262,25.36553977,45.50580026,8.927979233
-15.25,23,31.786,0.263,24.80911922,45.34295171,8.816020851
-15.25,23.25,31.263,0.264,24.28462947,45.62182986,8.862839811
-15.25,23.5,31.127,0.264,23.72181706,46.47678477,8.917801198
-15.25,23.75,30.69,0.265,23.22451463,45.40809113,8.476074493
-15.25,24,30.563,0.266,22.78986527,43.55772442,8.683706401
-15.25,24.25,30.043,0.263,22.07989985,39.71449853,9.772756111
-15.25,24.5,27.607,0.265,20.24459047,32.89521529,12.07706316
-15,19.25,30.402,0.257,29.6839858,46.61520604,10.98597785
-15,19.5,24.221,0.256,29.54354421,47.01011379,10.63381785
-15,19.75,32.803,0.259,28.96438183,46.65388257,10.08623958
-15,20,34.274,0.262,28.2769462,45.8091057,9.554946169
-15,20.25,33.805,0.26,28.27053,45.37755702,9.339171834
-15,20.5,33.663,0.26,28.37632224,46.38314685,9.214999811
-15,20.75,33.657,0.26,28.33958653,47.07728882,9.086756574
-15,21,33.172,0.26,28.28035347,47.26863587,9.005332297
-15,21.25,33.116,0.26,28.26582289,47.72257621,9.284210447
-15,21.5,33.019,0.26,28.10482339,47.85285506,9.538661314
-15,21.75,32.441,0.26,27.83404132,47.8345346,9.50812721
-15,22,32.48,0.259,27.4906075,47.6879709,9.196679348
-15,22.25,31.89,0.259,27.02905796,47.26252905,8.991083048
-15,22.5,31.902,0.26,26.39464568,46.51342569,8.858768597
-15,22.75,31.815,0.261,25.87200568,46.05948535,8.765130678
-15,23,31.703,0.262,25.4353045,45.67679124,8.699991256
-15,23.25,31.267,0.262,24.99078208,45.78467841,8.673528366
-15,23.5,31.127,0.263,24.33093976,45.76025113,8.746810216
-15,23.75,30.69,0.264,23.56850346,46.06355656,8.461825245
-15,24,30.631,0.264,23.16678719,45.43048281,8.223659233
-15,24.25,30.454,0.264,22.99598716,44.46967633,8.134092528
-15,24.5,29.896,0.261,22.5787174,42.38725044,9.019581545
-15,24.75,24.015,0.263,20.64074196,34.34863865,11.21600143
-14.75,19.25,34.848,0.257,29.89165756,46.54803101,10.81905808
-14.75,19.5,32.674,0.255,29.89137113,46.93479633,10.59310571
-14.75,19.75,34.129,0.257,29.43824211,46.8961198,10.10456004
-14.75,20,34.062,0.26,28.69325191,46.06762778,9.636370447
-14.75,20.25,33.805,0.262,28.2697685,45.68696928,9.174287672
-14.75,20.5,33.746,0.261,28.37568657,46.76787656,9.050115649
-14.75,20.75,33.524,0.26,28.50741982,47.22181691,9.025688366
-14.75,21,33.086,0.26,28.37139984,47.5719413,8.787522354
-14.75,21.25,33.116,0.26,28.37189901,47.99534754,8.893373915
-14.75,21.5,32.97,0.259,28.36344837,48.21926431,9.3880264
-14.75,21.75,32.264,0.259,28.04900596,48.26201205,9.36156351
-14.75,22,32.168,0.26,27.58998586,47.8935672,9.123397499
-14.75,22.25,32.251,0.26,27.20118077,47.56990569,8.936121661
-14.75,22.5,31.772,0.261,26.71973238,47.20553205,8.75698825
-14.75,22.75,31.481,0.261,26.16374078,46.61317043,8.636887441
-14.75,23,31.688,0.262,25.6660182,45.89663679,8.608388944
-14.75,23.25,31.19,0.262,25.23636169,45.85999587,8.535107094
-14.75,23.5,30.827,0.262,24.58918051,45.48544419,8.246050909
-14.75,23.75,30.452,0.263,24.04950366,45.96788304,7.729006748
-14.75,24,30.461,0.262,23.88417039,46.35261275,7.881677268
-14.75,24.25,30.394,0.263,23.53279784,45.19231679,7.895926517
-14.75,24.5,30.041,0.262,23.41545428,45.29002593,7.82060906
-14.75,24.75,29.996,0.262,22.48890829,41.12720974,8.773273106
-14.75,25,28.564,0.263,21.88808213,40.02187518,9.031795187
-14.75,25.25,29.421,0.263,21.55576489,41.36944697,9.742222007
-14.75,25.5,29.067,0.261,20.53795749,37.57914685,11.61090917
-14.75,25.75,20.444,0.261,19.28036304,29.61992373,13.26585761
-14.5,19.5,34.036,0.255,30.0832352,46.70477275,10.44654201
-14.5,19.75,34.337,0.255,29.75089224,46.85744327,10.01499334
-14.5,20,32.431,0.258,29.08124152,46.28950893,9.711687903
-14.5,20.25,33.805,0.26,28.6570842,46.29968697,9.276068019
-14.5,20.5,33.75,0.261,28.44823775,46.89204858,8.997189869
-14.5,20.75,33.695,0.259,28.62194751,47.40095032,9.068436112
-14.5,21,32.43,0.259,28.49788811,47.61061783,8.838412528
-14.5,21.25,32.993,0.26,28.25709161,47.90374523,8.539178308
-14.5,21.5,32.696,0.259,28.38796742,48.23962038,8.989047441
-14.5,21.75,32.537,0.259,28.17870336,48.19280142,9.192608135
-14.5,22,32.48,0.26,27.74781284,47.85692627,9.141717961
-14.5,22.25,32.395,0.26,27.42949364,47.70425575,8.868946632
-14.5,22.5,31.82,0.26,26.92727252,47.36227379,8.642994262
-14.5,22.75,29.965,0.261,26.32214502,46.88797737,8.410935071
-14.5,23,31.735,0.261,25.90332562,46.44625067,8.317297152
-14.5,23.25,31.085,0.262,25.53585662,45.97195425,8.347831256
-14.5,23.5,31.108,0.262,25.08692951,46.04727171,7.836893915
-14.5,23.75,30.652,0.263,24.49767622,45.8111413,7.480662702
-14.5,24,30.631,0.261,24.33708505,46.33632789,7.600763511
-14.5,24.25,30.422,0.262,23.82478508,46.11037552,7.751398424
-14.5,24.5,30.056,0.262,23.6227066,46.15923009,7.684223395
-14.5,24.75,29.996,0.263,23.25220296,46.21419148,7.423665707
-14.5,25,29.628,0.264,22.69354473,45.24320697,7.480662702
-14.5,25.25,27.547,0.263,22.26814714,45.53429876,7.74732721
-14.5,25.5,29.28,0.262,21.31790594,41.07021275,9.457237036
-14.5,25.75,29.299,0.262,20.56210761,39.4132287,10.19412675
-14.5,26,28.73,0.26,20.40720056,37.47125969,11.07147334
-14.5,26.25,25.935,0.257,19.57869046,26.48305345,13.41242131
-14.25,20,31.692,0.257,29.38912637,46.21622708,9.573266632
-14.25,20.25,33.805,0.259,28.95654136,46.76584095,9.373777152
-14.25,20.5,33.746,0.26,28.74698392,47.35616697,9.094899002
-14.25,20.75,33.666,0.26,28.66459398,47.61468905,8.925943626
-14.25,21,33.168,0.259,28.69917937,47.96074223,8.779379927
-14.25,21.25,33.087,0.26,28.4208757,48.08898546,8.431291141
-14.25,21.5,32.639,0.259,28.3633318,48.12766199,8.522893453
-14.25,21.75,31.368,0.258,28.37997122,48.37600604,8.889302701
-14.25,22,31.887,0.258,28.11295215,48.27015448,9.068436112
-14.25,22.25,32.423,0.259,27.74841467,47.92613691,8.834341314
-14.25,22.5,31.902,0.259,27.21445786,47.43759124,8.600246516
-14.25,22.75,31.778,0.26,26.6277769,47.08746685,8.349866863
-14.25,23,31.719,0.26,26.24346779,46.88390616,8.227730447
-14.25,23.25,31.008,0.261,25.92230492,46.44014385,8.370222933
-14.25,23.5,31.123,0.261,25.48275286,46.08391263,7.983457615
-14.25,23.75,30.387,0.263,24.71325567,45.62182986,7.452164205
-14.25,24,30.563,0.261,24.43107916,46.02895124,7.301529291
-14.25,24.25,30.571,0.262,23.9801081,45.95566939,7.397202817
-14.25,24.5,30.009,0.262,23.71315484,46.1348028,7.490840736
-14.25,24.75,29.812,0.263,23.35844431,46.12869598,7.378882355
-14.25,25,29.854,0.262,23.05074994,46.10019749,7.275066401
-14.25,25.25,29.41,0.262,22.6258404,45.82335494,7.578371835
-14.25,25.5,29.36,0.261,22.13903186,45.95159818,7.706615072
-14.25,25.75,29.299,0.26,21.5877724,46.12258916,8.205338771
-14.25,26,28.481,0.259,21.13897901,45.73989506,8.522893453
-14.25,26.25,27.562,0.258,20.08094055,34.94914269,10.65620952
-14.25,26.5,18.709,0.256,19.72609932,27.15887495,13.22718108
-14,20.75,33.695,0.26,28.64764102,47.81417853,8.80380721
-14,21,33.172,0.259,28.63092188,48.05845136,8.671492759
-14,21.25,33.116,0.259,28.59543224,48.07677182,8.539178308
-14,21.5,33.059,0.26,28.33024786,48.13784003,8.217552412
-14,21.75,32.537,0.259,28.37137736,48.33936512,8.486252528
-14,22,32.48,0.258,28.26398913,48.28847494,8.767166285
-14,22.25,32.335,0.258,27.94695772,48.03198847,8.836376921
-14,22.5,31.312,0.258,27.51550568,47.69611332,8.547320736
-14,22.75,31.644,0.259,27.00043943,47.39891471,8.32543958
-14,23,31.699,0.259,26.49491948,47.18517598,8.254193337
-14,23.25,31.259,0.26,26.15301816,46.74548489,8.419077499
-14,23.5,31.181,0.261,25.55726525,45.88849437,8.193125129
-14,23.75,30.679,0.263,24.70687979,45.30223957,7.340205823
-14,24,30.234,0.262,24.40532331,45.67475564,6.939191257
-14,24.25,30.432,0.262,24.09696802,45.79078523,6.988045823
-14,24.5,30.056,0.262,23.82598758,45.84981783,7.102039812
-14,24.75,29.996,0.262,23.51720496,46.15923009,7.110182239
-14,25,29.935,0.261,23.20919543,46.12666038,7.305600505
-14,25.25,29.367,0.26,22.9143557,46.11444674,7.236389869
-14,25.5,29.36,0.26,22.41731096,46.05744974,7.195677731
-14,25.75,29.299,0.259,22.02747856,46.37093321,7.444021777
-14,26,28.606,0.258,21.60653387,46.92258269,7.822644667
-14,26.25,28.08,0.259,20.99277196,43.25441899,8.457754031
-14,26.5,27.082,0.256,20.13872709,33.56085876,10.88826871
-13.75,21,33.164,0.259,28.82357595,48.2477628,8.634851834
-13.75,21.25,32.928,0.259,28.82295952,48.32918708,8.669457152
-13.75,21.5,32.851,0.26,28.45267673,48.14191124,8.276585014
-13.75,21.75,32.529,0.26,28.376487,48.1581961,8.217552412
-13.75,22,32.448,0.258,28.32596692,48.23758477,8.412970678
-13.75,22.25,32.091,0.258,28.1034311,48.12766199,8.500501776
-13.75,22.5,31.713,0.258,27.65304495,47.74496789,8.545285129
-13.75,22.75,31.392,0.259,27.09729297,47.28288512,8.313225938
-13.75,23,31.774,0.26,26.59221495,47.03657668,8.197196343
-13.75,23.25,31.267,0.261,26.08764537,46.78619702,8.162591025
-13.75,23.5,31.142,0.262,25.35524308,45.79892766,7.902033337
-13.75,23.75,30.683,0.264,24.65853413,45.16788951,7.069470101
-13.75,24,30.631,0.262,24.5610083,45.7826428,6.536141083
-13.75,24.25,29.76,0.262,24.23038579,45.55261922,6.78448513
-13.75,24.5,30.056,0.263,23.75410034,45.79078523,6.654206286
-13.75,24.75,29.984,0.262,23.44847542,46.26101043,6.713238887
-13.75,25,29.935,0.261,23.25315101,46.66406061,6.662348713
-13.75,25.25,29.421,0.26,22.99625111,46.71698639,6.576853222
-13.75,25.5,29.15,0.259,22.75944124,46.6335265,6.701025245
-13.75,25.75,28.988,0.258,22.42640561,45.89663679,7.193642124
-13.75,26,28.357,0.257,22.07444027,46.14701645,7.64758247
-13.75,26.25,28.701,0.257,21.667089,46.7780546,7.790074956
-13.75,26.5,28.179,0.255,21.23245332,42.26714963,8.991083048
-13.75,26.75,20.752,0.255,20.21252919,32.64280003,10.99819149
-13.5,21.25,32.347,0.258,28.97630371,48.43707425,8.610424551
-13.5,21.5,32.341,0.259,28.61287534,48.18465899,8.408899464
-13.5,21.75,32.501,0.26,28.43285714,48.03605968,8.17276906
-13.5,22,32.464,0.258,28.33192682,48.14191124,8.056739464
-13.5,22.25,32.231,0.258,28.10527946,48.01773922,8.19923195
-13.5,22.5,31.453,0.259,27.61900299,47.59433298,8.060810678
-13.5,22.75,31.707,0.26,27.00194481,47.01214939,8.132056921
-13.5,23,31.735,0.261,26.42737506,46.719022,7.906104551
-13.5,23.25,31.263,0.262,25.88796471,46.57856512,7.741220389
-13.5,23.5,31.192,0.263,25.27760266,46.04320049,7.574300621
-13.5,23.75,30.649,0.263,24.88407076,45.58722454,7.095932991
-13.5,24,30.34,0.262,24.77597757,46.09612627,6.753951026
-13.5,24.25,29.36,0.262,24.22044204,46.13683841,6.544283511
-13.5,24.5,29.722,0.263,23.74919625,45.65847078,6.257262933
-13.5,24.75,29.992,0.262,23.59015241,46.05541413,6.48525091
-13.5,25,29.935,0.262,23.4429994,46.44217945,6.177874263
-13.5,25.25,29.421,0.261,23.21359016,46.74752049,6.029274956
-13.5,25.5,29.335,0.259,23.07032157,47.16685552,6.318331141
-13.5,25.75,29.154,0.257,22.92105138,47.52105113,6.587031257
-13.5,26,23.364,0.256,22.57067972,46.63759772,7.246567904
-13.5,26.25,26.431,0.256,22.08691045,45.80503448,7.867428019
-13.5,26.5,27.78,0.256,21.7516916,45.60350939,8.044525823
-13.5,26.75,28.15,0.255,21.26870075,42.89411656,8.679635187
-13.5,27,26.866,0.255,19.99002141,31.85909136,11.21193021
-13.25,20.25,28.823,0.252,30.13224433,47.8956028,9.719830331
-13.25,21,30.694,0.257,28.82856926,48.12359078,8.323403973
-13.25,21.25,30.806,0.257,28.80292534,48.17040974,8.284727441
-13.25,21.5,32.288,0.258,28.64460058,48.19076581,8.219588019
-13.25,21.75,32.26,0.259,28.4115069,47.86913991,8.197196343
-13.25,22,32.216,0.258,28.23987539,47.90578084,7.940709869
-13.25,22.25,31.398,0.258,27.98034014,47.71443379,7.788039349
-13.25,22.5,31.509,0.259,27.50118529,47.32970408,7.619083973
-13.25,22.75,31.754,0.26,27.00448862,47.00400697,7.496947557
-13.25,23,31.739,0.261,26.45619057,46.67627425,7.617048366
-13.25,23.25,31.251,0.262,25.91135217,46.41571656,7.539695303
-13.25,23.5,31.192,0.262,25.55823879,46.51749691,7.382953569
-13.25,23.75,30.592,0.261,25.31230577,46.42996581,7.045042817
-13.25,24,30.23,0.26,25.05530924,46.12258916,6.955476112
-13.25,24.25,26.174,0.261,24.43292474,46.309865,6.859802586
-13.25,24.5,26.516,0.261,24.13570897,46.01063078,6.544283511
-13.25,24.75,29.921,0.261,24.22138777,46.7800902,6.544283511
-13.25,25,29.935,0.26,24.13237099,47.11189413,6.597209292
-13.25,25.25,29.421,0.26,23.75386536,47.12410778,6.607387326
-13.25,25.5,29.36,0.26,23.38555723,47.16685552,6.715274494
-13.25,25.75,29.299,0.259,22.96351431,47.09560928,6.725452528
-13.25,26,26.925,0.258,22.69131237,47.10375171,6.912728367
-13.25,26.25,23.42,0.257,22.33572285,46.65591818,7.450128598
-13.25,26.5,22.715,0.256,21.89664748,46.23251194,8.030276574
-13.25,26.75,25.391,0.256,21.5754371,43.8142109,8.036383395
-13.25,27,27.492,0.256,21.26523878,43.28291749,8.610424551
-13.25,27.25,25.612,0.255,20.76344777,38.69873067,10.2104116
-13,20.5,26.812,0.255,28.92404441,47.12817899,7.926460621
-13,21,32.75,0.258,28.37253884,47.60451101,7.570229407
-13,21.25,32.834,0.258,28.18869299,47.54954963,7.592621083
-13,21.5,30.97,0.258,28.4065326,48.00348997,7.731042355
-13,21.75,31.818,0.259,28.21077507,47.58415494,8.062846285
-13,22,32.176,0.26,27.9230683,47.36023818,7.790074956
-13,22.25,32.191,0.258,27.77037322,47.35820257,7.39516721
-13,22.5,31.89,0.258,27.59313846,47.43555564,7.236389869
-13,23.25,31.267,0.261,26.18140426,46.67830986,7.095932991
-13,23.5,30.642,0.261,25.86027244,46.72920003,7.252674725
